Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Invoice Shipping Cost,Estimated Shipping Cost,Flag,Profit,,
A8808,11230025606253061,12/27/20,20034492,L,12,A8808,39.65,40.67,5.95,24.39,10.33,9.5,1,-1.02,,
A8809,11354340688429011,12/27/20,20034493,L,2,A8809,24.93,23.99,3.74,11.42,8.83,7.5,1,0.94,,
A8810,11274422166447400,12/27/20,20034494,L,12,A8810,20.62,22.08,3.09,10.91,8.08,6.99,1,-1.46,,
A8811,11258109061049002,12/27/20,20034496,L,1,A8811,22.65,23.9,3.4,11.9,8.6,6.99,1,-1.25,,
A8812,11161619079677055,12/27/20,20034495,L,6,A8812,23.47,21.55,3.52,9.69,8.34,7.99,1,1.92,,
A8813,11356256430560222,12/27/20,20034497,L,8,A8813,31.17,30.97,4.68,17.95,8.34,8.75,1,0.2,,
A8814,11199963792337040,12/27/20,20034498,L,12,A8814,41.08,43,6.16,25.93,10.91,9.5,1,-1.92,,
A8815,11362715587334642,12/27/20,20034499,L,9,A8815,37.33,39.12,5.6,22.95,10.57,7.99,1,-1.79,,
A8816,11338729277805804,12/27/20,20034501,L,1,A8816,22.65,23.56,3.4,11.9,8.26,6.99,1,-0.91,,
A8817,11293055261703464,12/27/20,20034500,L,1,A8817,14.62,15.89,2.19,5.1,8.6,6.99,1,-1.27,,
A8818,11191656696993027,12/27/20,20034550,K,1,A8818,88.76,78.79,7.1,71.69,0,11.75,1,9.97,,
A8819,11317045653567445,12/27/20,20034503,L,1,A8819,8.5,8.23,1.28,2.65,4.3,4.75,1,0.27,,
A8820,11490539552719427,12/27/20,20034505,L,8,A8820,29.27,31.45,3.51,18.19,9.75,7.5,1,-2.18,,
A8821,11495330897241826,12/27/20,20034506,L,1,A8821,23.64,19.73,3.55,7.92,8.26,6.99,1,3.91,,
A8822,11422947146237852,12/27/20,20034507,L,1,A8822,26.28,22.87,3.94,15.3,3.63,6.99,1,3.41,,
A8823,11289356916335417,12/27/20,20034509,L,1,A8823,20.34,21.74,3.05,9.62,9.07,6.99,1,-1.4,,
A8824,11480410953970661,12/27/20,20034508,L,12,A8824,48.42,48.03,7.26,28.22,12.55,9.99,1,0.39,,
A8825,11250726403853869,12/27/20,20034510,L,2,A8825,24.68,24.47,3.7,11.86,8.91,5.75,1,0.21,,
A8826,11329116681586609,12/27/20,20034511,L,25,A8826,55.31,54.99,8.3,37.61,9.08,7.99,1,0.32,,
A8827,11230218708761055,12/27/20,20034512,L,12,A8827,39.65,40.91,5.95,24.39,10.57,9.5,1,-1.26,,
A8828,11420251898073063,12/27/20,20034513,L,12,A8828,59.4,46.65,8.91,37.74,0,9.99,1,12.75,,
A8829,11447844821103420,12/27/20,20034514,L,1,A8829,22.65,24.21,3.4,11.9,8.91,6.99,1,-1.56,,
A8830,11207605390631446,12/27/20,20034515,M,3,A8830,39.51,25.69,5.93,14.01,5.75,5.75,0,13.82,,
A8831,11182853790814656,12/27/20,20034516,L,1,A8831,20.07,10.94,3.01,7.93,0,8.75,1,9.13,,
A8832,11164645152853833,12/27/20,20034519,M,3,A8832,39.51,25.69,5.93,14.01,5.75,5.75,0,13.82,,
A8833,11496653885349844,12/27/20,20034517,L,6,A8833,30.32,33.11,4.55,11.67,16.89,9.99,1,-2.79,,
A8834,11401116137227461,12/27/20,20034518,E,1,A8834,27.69,27.03,4.15,14.39,8.49,8.49,0,0.66,,
A8835,11338144569968234,12/27/20,20034520,I,1,A8835,31.2,28.4,4.68,19.99,3.73,11.43,0,2.8,,
A8836,11178653208611442,12/27/20,20034524,L,1,A8836,17.79,18.03,2.67,6.32,9.04,6.99,1,-0.24,,
A8837,11171947833157863,12/27/20,20034525,L,12,A8837,34.93,46.64,5.24,16.92,24.48,9.99,1,-11.71,,
A8838,11299335696035461,12/27/20,20034526,L,2,A8838,22.21,12.63,3.33,9.3,0,10.99,1,9.58,,
A8839,11406275356670641,12/27/20,20034521,I,1,A8839,36.98,35.56,5.55,26.46,3.55,4.22,0,1.42,,
A8840,11338726169075426,12/27/20,20034522,D,1,A8840,39.4,36.43,5.91,22,8.52,58.52,0,2.97,,
A8841,11430712968589863,12/27/20,20034527,L,12,A8841,42.94,51.9,6.44,21.96,23.5,13.99,1,-8.96,,
A8842,11151456282315424,12/27/20,20034581,C,3,A8842,20.42,20.48,3.06,5.79,11.63,11.98,1,-0.06,,
A8843,11213068111866618,12/27/20,20034528,L,3,A8843,22.97,21.52,3.45,13.77,4.3,5.75,1,1.45,,
A8844,11218861934241819,12/27/20,20034529,M,3,A8844,21.72,21.33,3.26,10.08,7.99,7.99,0,0.39,,
A8845,11488479237149027,12/27/20,20034530,C,1,A8845,21.26,21.82,3.19,7,11.63,11.51,1,-0.56,,
A8846,11369249614012236,12/27/20,20034523,J,1,A8846,71.32,70.24,10.7,47.26,12.28,11.29,1,1.08,,
A8847,11348517206765022,12/27/20,20034531,L,1,A8847,22.65,24.21,3.4,11.9,8.91,6.99,1,-1.56,,
A8848,11262494013103429,12/27/20,20034532,L,2,A8848,22,15.68,3.3,8.76,3.62,4.75,1,6.32,,
A8849,11474591492427419,12/27/20,20034533,L,1,A8849,22.65,24.21,3.4,11.9,8.91,6.99,1,-1.56,,
A8850,11193780287999408,12/27/20,20034534,L,1,A8850,14.69,15.56,2.2,5.1,8.26,6.99,1,-0.87,,
A8851,11173542009023452,12/27/20,20034538,K,1,A8851,45.54,46.05,3.64,30.47,11.94,11.75,1,-0.51,,
A8852,11126770106792218,12/27/20,20034539,L,1,A8852,28.86,31.53,4.33,18.13,9.07,6.99,1,-2.67,,
A8853,11214053542015426,12/27/20,20034535,L,12,A8853,42.94,28.4,6.44,21.96,0,13.99,1,14.54,,
A8854,11134661901185828,12/27/20,20034537,L,6,A8854,31.53,33.99,4.73,19.35,9.91,7.5,1,-2.46,,
A8855,11434661840729035,12/27/20,20034536,L,1,A8855,23.17,23.37,3.48,10.82,9.07,6.99,1,-0.2,,
A8856,11295868762140235,12/27/20,20034540,L,1,A8856,13.97,14.64,1.12,4.92,8.6,6.99,1,-0.67,,
A8857,11481009318899460,12/27/20,20034541,H,2,A8857,29.83,28.82,4.47,19.6,4.75,4.75,0,1.01,,
A8858,11231826056837847,12/27/20,20034542,L,1,A8858,11.44,15.65,0.92,3.27,11.46,6.99,1,-4.21,,
A8859,11252210336410607,12/27/20,20034543,L,1,A8859,10.96,10.32,1.64,4.38,4.3,4.75,1,0.64,,
A8860,11225921601046616,12/27/20,20034544,L,6,A8860,39.47,41.19,5.92,24.07,11.2,9.5,1,-1.72,,
A8861,11315387498522624,12/27/20,20034545,L,2,A8861,28.23,24.73,4.23,17.22,3.28,6.99,1,3.5,,
A8862,11471572531415469,12/27/20,20034546,L,6,A8862,29.64,32.84,4.45,15.36,13.03,9.99,1,-3.2,,
A8863,11293624756340226,12/27/20,20034547,L,1,A8863,26.86,26.16,4.03,13.87,8.26,6.99,1,0.7,,
A8864,11141761534857025,12/27/20,20034548,L,1,A8864,22.89,22.31,3.43,14.17,4.71,5.75,1,0.58,,
A8865,11259131178705845,12/27/20,20034549,K,1,A8865,45.54,48.49,3.64,30.47,14.38,11.75,1,-2.95,,
A8866,11494364133487462,12/27/20,20034551,L,1,A8866,11.24,12.01,0.9,4.07,7.04,5.75,1,-0.77,,
A8867,11209176369345044,12/27/20,20034562,L,12,A8867,49.39,51.97,7.41,32.6,11.96,9.5,1,-2.58,,
A8868,11229021853277064,12/27/20,20034553,L,12,A8868,66.48,67.81,9.97,50.52,7.32,6.99,1,-1.33,,
A8869,11154135288258613,12/27/20,20034554,L,6,A8869,30.3,33.82,4.55,19.38,9.89,6.99,1,-3.52,,
A8870,11410590777413852,12/27/20,20034556,J,2,A8870,141.38,126.59,21.2,94.52,10.87,8.45,1,14.79,,
A8871,11360216495314660,12/27/20,20034559,J,1,A8871,48,51.49,3.84,35.13,12.52,9.65,1,-3.49,,
A8872,11155406804489867,12/27/20,20034560,L,4,A8872,30.37,32.87,4.56,12.44,15.87,13.99,1,-2.5,,
A8873,11264376569481004,12/27/20,20034561,L,12,A8873,47.22,55.44,7.08,27.96,20.4,9.99,1,-8.22,,
A8874,11192918088360205,12/27/20,20034646,L,1,A8874,22.65,24.21,3.4,11.9,8.91,6.99,1,-1.56,,
A8875,11279208427323405,12/27/20,20034563,L,1,A8875,11.09,8.91,1.66,3.66,3.59,4.75,1,2.18,,
A8876,11175678404973831,12/27/20,20034565,L,6,A8876,30.22,31.59,4.53,18.3,8.76,7.99,1,-1.37,,
A8877,11206406420419415,12/27/20,20034564,M,3,A8877,39.51,25.69,5.93,14.01,5.75,5.75,0,13.82,,
A8878,11196509384432228,12/27/20,20034566,L,6,A8878,32.84,34.51,4.93,21.08,8.5,7.5,1,-1.67,,
A8879,11207809320585850,12/27/20,20034567,L,6,A8879,24.12,25.19,3.62,12.88,8.69,8.75,1,-1.07,,
A8880,11201602324966674,12/27/20,20034568,L,2,A8880,19.9,15.54,1.6,5.68,8.26,6.99,1,4.36,,
A8881,11486780497320238,12/27/20,20034569,L,8,A8881,31.17,32.79,4.68,17.95,10.16,8.75,1,-1.62,,
A8882,11479801985312233,12/27/20,20034570,L,2,A8882,40.3,30.02,6.04,20.36,3.62,7.5,1,10.28,,
A8883,11239699740370657,12/27/20,20034571,L,1,A8883,16.23,13.96,2.43,7.9,3.63,4.75,1,2.27,,
A8884,11194708760370639,12/27/20,20034572,J,1,A8884,54.85,55.05,8.23,38.83,7.99,8.55,1,-0.2,,
A8885,11367324380468203,12/27/20,20034573,L,18,A8885,60.65,62.18,9.1,45.48,7.6,6.99,1,-1.53,,
A8886,11258123045797067,12/27/20,20034574,L,1,A8886,20.72,22.41,3.11,11.04,8.26,6.99,1,-1.69,,
A8887,11472555109908268,12/27/20,20034575,L,1,A8887,8.5,7.56,1.28,2.65,3.63,4.75,1,0.94,,
A8888,11171336227708223,12/27/20,20034576,I,4,A8888,43.36,28.68,6.52,17.96,4.2,4,0,14.68,,
A8889,11395850735583416,12/27/20,20034577,L,1,A8889,11.18,9.51,0.89,4.22,4.4,4.75,1,1.67,,
A8890,11431760144463436,12/27/20,20034580,L,6,A8890,43.98,43.89,6.6,24.45,12.84,9.99,1,0.09,,
A8891,11157070842891453,12/27/20,20034578,A,1,A8891,225.77,232.42,18.06,193.73,20.63,8.5,1,-6.65,,
A8892,11435211543642608,12/27/20,20034579,M,1,A8892,10.47,11.92,1.57,3.36,6.99,6.99,0,-1.45,,
A8893,11278691981386644,12/27/20,20034582,L,12,A8893,40.66,41.53,6.1,22.88,12.55,9.99,1,-0.87,,
A8894,11184022853414619,12/27/20,20034583,L,16,A8894,63.51,67.7,9.53,45.76,12.41,9.5,1,-4.19,,
A8895,11236475974069020,12/27/20,20034584,L,12,A8895,115.11,120.9,17.27,85.88,17.75,13.99,1,-5.79,,
A8896,11128376088254616,12/27/20,20034585,L,3,A8896,21.63,25.45,3.24,12.73,9.48,5.75,1,-3.82,,
A8897,11334222150918668,12/27/20,20034586,L,2,A8897,33.09,20.34,4.96,7.8,7.58,8.75,1,12.75,,
A8898,11309849472492232,12/27/20,20034587,L,24,A8898,33.95,35.55,5.09,21.62,8.84,7.5,1,-1.6,,
A8899,11396803564859412,12/27/20,20034588,L,2,A8899,40.46,36.16,6.06,25.7,4.4,4.75,1,4.3,,
A8900,11331020363769821,12/27/20,20034590,L,12,A8900,54.28,63.27,8.14,35.64,19.49,9.99,1,-8.99,,
A8901,11495977606106651,12/27/20,20034589,L,6,A8901,31.61,29.34,4.74,14.61,9.99,9.99,0,2.27,,
A8902,11289085206848245,12/27/20,20034591,I,1,A8902,150.62,147.93,12.05,124.99,10.89,13.46,0,2.69,,
A8903,11386057761744201,12/27/20,0504-11-,G,1,A8903,174.41,185.29,13.95,152.73,18.61,8.99,1,-10.88,,
A8904,11217841962525062,12/27/20,20034593,L,6,A8904,37.25,38.85,5.59,24.42,8.84,7.99,1,-1.6,,
A8905,11415478723980240,12/27/20,20034595,L,6,A8905,30.22,31.09,4.53,18.3,8.26,7.99,1,-0.87,,
A8906,11308396751501863,12/27/20,20034596,L,8,A8906,31.17,33.3,4.68,17.95,10.67,8.75,1,-2.13,,
A8907,11174728661101804,12/27/20,20034597,L,1,A8907,8.5,7.55,1.28,2.65,3.62,4.75,1,0.95,,
A8908,11366851546497056,12/27/20,20034598,L,6,A8908,33.32,30.58,5,12.75,12.83,14.5,1,2.74,,
A8909,11485362406534624,12/27/20,20034599,M,3,A8909,39.51,25.69,5.93,14.01,5.75,5.75,0,13.82,,
A8910,11421527603135467,12/27/20,20034601,L,6,A8910,49.66,58.1,7.45,30.57,20.08,10.99,1,-8.44,,
A8911,11255425280426621,12/27/20,20034603,L,24,A8911,37.08,35.18,5.56,22.58,7.04,6.99,1,1.9,,
A8912,11427817094422652,12/27/20,20034602,L,6,A8912,28.51,29.28,4.28,12.55,12.45,9.99,1,-0.77,,
A8913,11393706137860230,12/27/20,20034608,M,1,A8913,12.01,9.11,1.8,1.56,5.75,5.75,0,2.9,,
A8914,11156976772614669,12/27/20,20034605,L,1,A8914,9.49,8.43,0.76,4.05,3.62,4.75,1,1.06,,
A8915,11292002153253044,12/27/20,20034604,L,1,A8915,22.65,23.56,3.4,11.9,8.26,6.99,1,-0.91,,
A8916,11210977020193058,12/27/20,20034606,L,8,A8916,31.17,30.21,4.68,17.95,7.58,8.75,1,0.96,,
A8917,11417923185965026,12/27/20,20034607,L,8,A8917,79.12,65.13,11.87,44.88,8.38,9.5,1,13.99,,
A8918,11201497438676217,12/27/20,20034609,M,1,A8918,10.47,11.92,1.57,3.36,6.99,6.99,0,-1.45,,
A8919,11425760353581819,12/27/20,20034611,L,2,A8919,13.86,15.41,2.08,5.3,8.03,5.75,1,-1.55,,
A8920,11275455231981861,12/27/20,20034612,L,1,A8920,10.96,10.32,1.64,4.38,4.3,4.75,1,0.64,,
A8921,11153534139031406,12/27/20,20034610,J,1,A8921,69.41,68.39,10.41,47.26,10.72,11.29,1,1.02,,
A8922,11292735775458613,12/27/20,20034613,L,1,A8922,16.82,15.77,2.52,9.89,3.36,4.75,1,1.05,,
A8923,11189735297369809,12/27/20,0541-11-,G,1,A8923,229.71,245.32,18.38,209.47,17.47,5.24,1,-15.61,,
A8924,11220369614891437,12/27/20,20034615,J,1,A8924,351.51,362.87,35.8,309.62,17.45,13.8,1,-11.36,,
A8925,11153207050576202,12/27/20,20034619,L,2,A8925,39.14,32.8,5.88,18.08,8.84,7.5,1,6.34,,
A8926,11313413049510623,12/27/20,20034618,L,2,A8926,28.56,30.3,4.28,16.54,9.48,7.5,1,-1.74,,
A8927,11254762585891441,12/27/20,20034616,A,1,A8927,250.94,251.72,27.08,213.19,11.45,8.5,1,-0.78,,
A8928,11295363926467465,12/27/20,20034620,L,2,A8928,28.56,30.3,4.28,16.54,9.48,7.5,1,-1.74,,
A8929,11420856694549828,12/27/20,20034617,I,1,A8929,313.88,316.55,47.08,239.99,29.48,29.48,0,-2.67,,
A8930,11302898122784269,12/27/20,20034621,L,12,A8930,26.9,29.26,4.04,15.91,9.31,7.5,1,-2.36,,
A8931,11112665690506665,12/27/20,20034624,L,10,A8931,90.4,72.21,13.55,49.9,8.76,7.99,1,18.19,,
A8932,11231568736965063,12/27/20,20034622,L,12,A8932,37.5,36.33,5.63,21.7,9,8.75,1,1.17,,
A8933,11461611580317034,12/27/20,20034626,L,4,A8933,29.86,33.81,4.48,15.84,13.49,9.99,1,-3.95,,
A8934,11179047010666647,12/27/20,20034627,L,6,A8934,27.05,26.49,4.06,15.3,7.13,7.5,1,0.56,,
A8935,11397358682408202,12/27/20,20034628,L,4,A8935,30.73,29.45,4.61,11.3,13.54,13.99,1,1.28,,
A8936,11158438813040207,12/27/20,20034625,J,1,A8936,69.41,68.39,10.41,47.26,10.72,11.29,1,1.02,,
A8937,11479881549486648,12/27/20,20034629,L,4,A8937,57.12,51.18,8.56,33.08,9.54,8.75,1,5.94,,
A8938,11450360906965035,12/27/20,20034630,L,12,A8938,31.04,31.74,4.66,18.01,9.07,6.99,1,-0.7,,
A8939,11334659802153026,12/27/20,20034631,L,24,A8939,95.02,86.16,14.26,63.64,8.26,6.99,1,8.86,,
A8940,11445654339081800,12/27/20,20034632,L,1,A8940,19.57,20.24,2.94,9.04,8.26,6.99,1,-0.67,,
A8941,11301260721004218,12/27/20,20034634,L,1,A8941,16.23,14.77,2.43,7.9,4.44,4.75,1,1.46,,
A8942,11277967581810649,12/27/20,20034633,I,1,A8942,8,6.16,1.2,1.99,2.97,3.01,0,1.84,,
A8943,11448546719629842,12/27/20,20034635,H,1,A8943,13.09,11.85,1.96,5.14,4.75,4.75,0,1.24,,
A8944,11499060308105068,12/27/20,20034636,L,1,A8944,22.65,23.56,3.4,11.9,8.26,6.99,1,-0.91,,
A8945,11206179122598654,12/27/20,20034637,L,12,A8945,91.23,91.77,10.95,63.17,17.65,11.99,1,-0.54,,
A8946,11278086005825819,12/27/20,20034638,L,12,A8946,50.49,48.57,7.57,21.69,19.31,21,1,1.92,,
A8947,11145238426410652,12/27/20,20034639,L,1,A8947,16.08,14.67,2.41,8.71,3.55,4.75,1,1.41,,
A8948,11347181922810638,12/27/20,20034640,L,2,A8948,28.56,29.34,4.28,16.54,8.52,7.5,1,-0.78,,
A8949,11246074342795442,12/27/20,20034641,L,1,A8949,16.08,14.67,2.41,8.71,3.55,4.75,1,1.41,,
A8950,11239745421160225,12/27/20,20034645,L,12,A8950,59.59,59,8.94,35.91,14.15,9.99,1,0.59,,
A8951,11170800049540230,12/27/20,20034647,L,1,A8951,17.67,15.98,2.65,9.78,3.55,4.75,1,1.69,,
A8952,11299939453766624,12/27/20,20034648,L,1,A8952,14.24,13.38,2.14,7.61,3.63,4.75,1,0.86,,
A8953,11116697380810638,12/27/20,20034643,J,1,A8953,69.41,68.39,10.41,47.26,10.72,11.29,1,1.02,,
A8954,11293808057125855,12/27/20,20034642,J,1,A8954,69.41,63.84,10.41,47.26,6.17,11.29,1,5.57,,
A8955,11242777739452207,12/27/20,20034644,I,1,A8955,117.57,108.64,9.41,88.49,10.74,12.82,0,8.93,,
A8956,11417472560091455,12/27/20,20034649,L,12,A8956,131.73,98.54,19.76,71.28,7.5,7.5,0,33.19,,
A8957,11416885935081849,12/27/20,20034650,L,1,A8957,19.57,20.89,2.94,9.04,8.91,6.99,1,-1.32,,
A8958,11498700176554653,12/27/20,20034651,L,3,A8958,33.35,33.68,5,18.09,10.59,7.99,1,-0.33,,
A8959,11415700311929828,12/27/20,20034652,L,6,A8959,21.11,22.17,3.17,9.69,9.31,7.99,1,-1.06,,
A8960,11183253335339412,12/27/20,20034653,L,6,A8960,36.19,36.34,5.43,18.33,12.58,9.99,1,-0.15,,
A8961,11295493743013059,12/27/20,20034654,L,1,A8961,8.5,7.55,1.28,2.65,3.62,4.75,1,0.95,,
A8962,11403402722000226,12/27/20,20034655,L,12,A8962,47.51,48.35,7.13,27.2,14.02,9.99,1,-0.84,,
A8963,11294731985136228,12/27/20,20034656,L,3,A8963,23.44,26.01,3.52,13.01,9.48,6.99,1,-2.57,,
A8964,11154757484250601,12/27/20,20034658,L,1,A8964,22.65,24.21,3.4,11.9,8.91,6.99,1,-1.56,,
A8965,11146071387853810,12/27/20,20034659,L,5,A8965,66.48,57.18,9.97,35.95,11.26,8.75,1,9.3,,
A8966,11266108103536219,12/27/20,20034657,M,3,A8966,39.51,25.69,5.93,14.01,5.75,5.75,0,13.82,,
A8967,11146203185055414,12/27/20,20034661,L,6,A8967,41.87,42.83,6.28,26.49,10.06,9.5,1,-0.96,,
A8968,11161467213901855,12/27/20,20034664,L,1,A8968,22.35,20.68,3.35,13.7,3.63,5.75,1,1.67,,
A8969,11493846869662651,12/27/20,20034662,L,12,A8969,13.71,14.56,1.1,5.2,8.26,6.99,1,-0.85,,
A8970,11223099812873861,12/27/20,20034666,L,1,A8970,18.22,20.57,2.73,8.77,9.07,6.99,1,-2.35,,
A8971,11490247699493818,12/27/20,20034665,L,1,A8971,10.88,9.84,1.63,4.66,3.55,4.75,1,1.04,,
A8972,11275042219663443,12/27/20,20034667,L,1,A8972,15.1,14.36,2.27,5.1,6.99,6.99,0,0.74,,
A8973,11320381285992242,12/27/20,20034670,J,1,A8973,92.91,99.1,13.94,74.36,10.8,8.89,1,-6.19,,
A8974,11420661049492257,12/27/20,20034663,L,6,A8974,30.22,32.37,4.53,18.3,9.54,7.99,1,-2.15,,
A8975,11447651886074665,12/27/20,20034668,L,2,A8975,22.47,23.26,3.37,9.3,10.59,10.99,1,-0.79,,
A8976,11241380119721033,12/27/20,20034669,L,3,A8976,110.1,92.75,16.52,66.09,10.14,7.99,1,17.35,,
A8977,11119132356411455,12/27/20,20034671,L,1,A8977,11.09,8.81,1.66,3.56,3.59,4.75,1,2.28,,
A8978,11191600241857839,12/27/20,20034672,E,1,A8978,19.6,19.25,2.94,11.37,4.94,4.94,0,0.35,,
A8979,11462152589640201,12/27/20,20034673,L,3,A8979,246.99,214.85,37.05,169.98,7.82,11.99,1,32.14,,
A8980,11386810333578637,12/27/20,20034674,L,4,A8980,66.45,63.24,9.97,37.6,15.67,14.99,1,3.21,,
A8981,11325242885833829,12/27/20,20034675,L,12,A8981,42.02,42.1,6.3,26.52,9.28,7.99,1,-0.08,,
A8982,11361745052802613,12/27/20,20034676,L,6,A8982,33.32,33.86,5,19.38,9.48,6.99,1,-0.54,,
A8983,11401990492485871,12/27/20,20034677,I,1,A8983,14.23,12.22,1.71,5.99,4.52,4.31,0,2.01,,
A8984,11106948301752225,12/27/20,20034679,L,3,A8984,23.13,21.61,3.47,14.52,3.62,4.75,1,1.52,,
A8985,11345836953767447,12/27/20,20034680,L,1,A8985,26.25,22.92,3.94,15.35,3.63,7.5,1,3.33,,
A8986,11356148479992267,12/27/20,20034678,J,1,A8986,54.85,57.75,8.23,38.83,10.69,8.55,1,-2.9,,
A8987,11432622816751419,12/27/20,20034681,L,12,A8987,44.01,46.36,6.6,29.17,10.59,7.99,1,-2.35,,
A8988,11324933598577042,12/27/20,20034897,L,16,A8988,97,133.68,14.56,48.46,70.66,34.5,1,-36.68,,
A8989,11266861862707410,12/27/20,20034683,I,1,A8989,140.6,139.38,18.25,105.99,15.14,15.11,0,1.22,,
A8990,11163895524021019,12/27/20,20034686,L,4,A8990,104.26,65.63,15.64,37.15,12.84,15.5,1,38.63,,
A8991,11246254953726635,12/27/20,20034687,L,1,A8991,23.64,20.95,3.55,7.92,9.48,6.99,1,2.69,,
A8992,11342447815145802,12/27/20,20034688,L,6,A8992,34.3,35.99,5.15,19.69,11.15,9.99,1,-1.69,,
A8993,11433050013213853,12/27/20,20034689,L,1,A8993,8.5,7.55,1.28,2.65,3.62,4.75,1,0.95,,
A8994,11451354057376246,12/27/20,20034690,L,12,A8994,52.2,52.62,7.83,31.76,13.03,9.99,1,-0.42,,
A8995,11346057022437014,12/27/20,20034702,A,1,A8995,225.77,233.56,18.06,193.73,21.77,8.5,1,-7.79,,
A8996,11420510471616246,12/27/20,20034703,I,1,A8996,14.23,12.22,1.71,5.99,4.52,4.31,0,2.01,,
A8997,11257697827031442,12/27/20,20034691,L,1,A8997,33.64,36.28,5.05,19.77,11.46,9.5,1,-2.64,,
A8998,11397906841847445,12/27/20,20034698,L,1,A8998,22.65,24.21,3.4,11.9,8.91,6.99,1,-1.56,,
A8999,11383567479193058,12/27/20,20034692,L,12,A8999,75.83,72.67,9.1,52.5,11.07,6.99,1,3.16,,
A9000,11310393765765005,12/27/20,20034694,L,12,A9000,34.14,34.74,5.12,21.72,7.9,7.5,1,-0.6,,
A9001,11112157537265058,12/27/20,20034704,I,1,A9001,14.23,12.22,1.71,5.99,4.52,4.31,0,2.01,,
A9002,11480273746717810,12/27/20,20034705,J,1,A9002,48.38,49.68,3.87,35.13,10.68,9.65,1,-1.3,,
A9003,11193576959475461,12/27/20,20034695,L,12,A9003,43.12,45.34,6.47,21.96,16.91,13.99,1,-2.22,,
A9004,11299391340689030,12/27/20,20034696,L,12,A9004,37.5,35.71,5.63,21.7,8.38,8.75,1,1.79,,
A9005,11320289451998609,12/27/20,20034697,C,1,A9005,67.07,57.37,10.06,38.55,8.76,10.52,1,9.7,,
A9006,11160878949073804,12/27/20,20034699,L,12,A9006,40.66,41.86,6.1,22.88,12.88,9.99,1,-1.2,,
A9007,11244931446157018,12/27/20,20034700,L,6,A9007,32.7,35.82,4.91,18.33,12.58,9.99,1,-3.12,,
A9008,11259618774409062,12/27/20,20034701,L,2,A9008,24.95,23.84,3.74,15.8,4.3,5.75,1,1.11,,
A9009,11141125902686647,12/27/20,20034707,L,1,A9009,14.62,14.89,2.19,5.1,7.6,6.99,1,-0.27,,
A9010,11384163414801063,12/27/20,20034709,L,1,A9010,22.65,23.56,3.4,11.9,8.26,6.99,1,-0.91,,
A9011,11220391925861061,12/27/20,20034708,L,1,A9011,22.65,23.24,3.4,11.9,7.94,6.99,1,-0.59,,
A9012,11398067203093857,12/27/20,20034706,J,1,A9012,30.71,35.94,4.61,20.7,10.63,10.01,1,-5.23,,
A9013,11208472926807432,12/27/20,20034710,L,1,A9013,21.9,23.96,3.29,12.07,8.6,6.99,1,-2.06,,
A9014,11275475964036264,12/27/20,20034711,L,2,A9014,41.18,34.48,6.18,23.86,4.44,4.75,1,6.7,,
A9015,11215406630635425,12/27/20,20034712,L,6,A9015,30.59,31.77,4.59,14.59,12.59,9.99,1,-1.18,,
A9016,11257238928535416,12/27/20,20034719,L,24,A9016,79.28,79.84,11.9,48.78,19.16,9.99,1,-0.56,,
A9017,11248403607532235,12/27/20,20034714,M,1,A9017,12.88,13.14,1.93,4.22,6.99,6.99,0,-0.26,,
A9018,11379636168859443,12/27/20,20034715,J,1,A9018,30.71,37.51,4.61,20.7,12.2,10.01,1,-6.8,,
A9019,11205495969166623,12/27/20,20034716,L,6,A9019,33.59,35.57,5.04,19.31,11.22,9.5,1,-1.98,,
A9020,11451779346445843,12/27/20,20034718,L,4,A9020,31.98,33.53,4.8,12.44,16.29,13.99,1,-1.55,,
A9021,11463470756968205,12/27/20,20034717,L,1,A9021,22.65,24.37,3.4,11.9,9.07,6.99,1,-1.72,,
A9022,11351233910437058,12/27/20,20034720,L,6,A9022,34.41,36.41,5.16,19.21,12.04,9.99,1,-2,,
A9023,11133644860545847,12/27/20,20034728,L,6,A9023,30.22,30.85,4.53,18.3,8.02,7.99,1,-0.63,,
A9024,11361545682517068,12/27/20,20034721,L,6,A9024,33.8,36.29,5.07,20.81,10.41,8.75,1,-2.49,,
A9025,11207466946392244,12/27/20,20034723,L,1,A9025,19.57,20.24,2.94,9.04,8.26,6.99,1,-0.67,,
A9026,11160882847954602,12/27/20,20034725,L,1,A9026,22.65,23.56,3.4,11.9,8.26,6.99,1,-0.91,,
A9027,11163266590714651,12/27/20,20034724,L,3,A9027,29.94,27.37,4.49,15.3,7.58,7.99,1,2.57,,
A9028,11233713002655417,12/27/20,20034726,L,4,A9028,30.73,34.31,4.61,11.3,18.4,13.99,1,-3.58,,
A9029,11342184063093848,12/27/20,20034722,L,12,A9029,55.43,58.68,8.31,41.34,9.03,7.5,1,-3.25,,
A9030,11301392100171404,12/27/20,20034727,J,1,A9030,48,49.65,3.84,35.13,10.68,9.65,1,-1.65,,
A9031,11416217069573010,12/27/20,20034733,D,1,A9031,30.52,31.13,4.58,18.03,8.52,58.52,0,-0.61,,
A9032,11204441011503410,12/27/20,20034731,L,1,A9032,8.5,11.82,1.28,2.65,7.89,4.75,1,-3.32,,
A9033,11100016457095404,12/27/20,20034734,L,1,A9033,19.53,20.88,2.93,9.04,8.91,6.99,1,-1.35,,
