Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Invoice Shipping Cost,Estimated Shipping Cost,Flag,Profit,,
A1198,11307337420993865,12/3/20,20025981,L,24,A1198,50.51,55.53,7.58,26.11,21.84,15.5,1,-5.02,,
A1199,11127224117137016,12/3/20,20025979,J,1,A1199,2722.97,2731.32,224.84,2506.48,0,18.89,1,-8.35,,
A1200,11319268288806651,12/3/20,7028-11-,G,1,A1200,139.71,158.43,11.18,119.83,27.42,11.5,1,-18.72,,
A1201,11342960648758644,12/3/20,20025982,L,6,A1201,26.51,29.17,3.98,15.3,9.89,7.5,1,-2.66,,
A1202,11470374630175409,12/3/20,20025984,L,6,A1202,61.01,51.79,9.15,27.17,15.47,10.99,1,9.22,,
A1203,11465228886370662,12/3/20,20025983,L,2,A1203,93.2,82.18,13.98,68.2,0,6.99,1,11.02,,
A1204,11301278773381847,12/3/20,20025986,L,1,A1204,17.27,15.94,2.59,9.99,3.36,4.75,1,1.33,,
A1205,11411423375826663,12/3/20,20025985,L,6,A1205,21.53,20.83,3.23,9.69,7.91,7.99,1,0.7,,
A1206,11428601002761053,12/3/20,20025990,J,1,A1206,144.95,164.16,18.6,134.49,11.07,11.01,1,-19.21,,
A1207,11273177566462637,12/3/20,20025988,L,3,A1207,44.25,41.66,6.63,24.24,10.79,6.99,1,2.59,,
A1208,11145587274707426,12/3/20,20025989,L,1,A1208,14.98,15.94,2.25,5.1,8.59,6.99,1,-0.96,,
A1209,11487125929465041,12/3/20,20025997,L,12,A1209,36.09,36.9,5.41,17.19,14.3,8.75,1,-0.81,,
A1210,11226018285818611,12/3/20,20025992,J,1,A1210,53.97,53.53,8.1,39.28,6.15,8.87,1,0.44,,
A1211,11351424755321052,12/3/20,7030-11-,G,3,A1211,835.95,912.61,66.87,755.85,89.89,11.5,1,-76.66,,
A1212,11270493761340235,12/3/20,20026000,L,12,A1212,28.99,31.73,4.35,15.91,11.47,7.99,1,-2.74,,
A1213,11352675671769808,12/3/20,20025999,L,2,A1213,27.45,26.66,4.12,18.1,4.44,4.75,1,0.79,,
A1214,11338406563882649,12/3/20,20025994,J,1,A1214,76.91,79.42,11.54,61.66,6.22,10,1,-2.51,,
A1215,11340990861980218,12/3/20,20025995,J,3,A1215,3083.25,3028.38,185.01,2843.37,0,11.91,1,54.87,,
A1216,11289415780764250,12/3/20,20026001,L,6,A1216,21.45,24.21,2.57,10.85,10.79,7.5,1,-2.76,,
A1217,11419334323618659,12/3/20,7031-11-,G,1,A1217,278.65,313.6,22.29,251.95,39.36,8.99,1,-34.95,,
A1218,11201110631633036,12/3/20,20026002,L,12,A1218,39.57,38.94,5.94,25.68,7.32,8.75,1,0.63,,
A1219,11177244661755432,12/3/20,20026003,L,8,A1219,71.44,64.71,10.72,43.2,10.79,6.99,1,6.73,,
A1220,11432480211025024,12/3/20,20026007,I,1,A1220,21.26,19.7,3.19,11.99,4.52,4.31,0,1.56,,
A1221,11161149980612244,12/3/20,20026004,L,12,A1221,58.5,64.22,8.78,37.74,17.7,9.99,1,-5.72,,
A1222,11204706114258646,12/3/20,20026005,L,6,A1222,48.82,38.75,7.32,31.43,0,9.5,1,10.07,,
A1223,11321602272309862,12/3/20,20026006,L,12,A1223,48.93,51.08,7.34,30.77,12.97,9.99,1,-2.15,,
A1224,11301094265753833,12/3/20,20026011,L,6,A1224,23.63,25.19,3.54,13.57,8.08,6.99,1,-1.56,,
A1225,11213916488485059,12/3/20,20027160,L,2,A1225,23.04,18.25,3.46,10.14,4.65,5.75,1,4.79,,
A1226,11241868606849807,12/3/20,7144-11-,G,1,A1226,283.98,303.92,17.04,245.95,40.93,13.99,1,-19.94,,
A1227,11333383216320200,12/3/20,20026013,C,1,A1227,76.9,69.13,11.54,48,9.59,8.05,1,7.77,,
A1228,11428903836593820,12/3/20,20026012,L,12,A1228,44.3,44.55,6.65,29.17,8.73,7.99,1,-0.25,,
A1229,11174243202731448,12/3/20,20026014,L,6,A1229,44.1,45.06,6.62,28.55,9.89,7.5,1,-0.96,,
A1230,11202077842653052,12/3/20,20026015,L,1,A1230,8.89,8.52,0.71,3.16,4.65,4.75,1,0.37,,
A1231,11234500012069039,12/3/20,20026017,L,6,A1231,33.17,33.43,4.98,20.37,8.08,6.99,1,-0.26,,
A1232,11391998002053000,12/3/20,20026029,D,1,A1232,15.62,15.93,2.34,5.07,8.52,58.52,0,-0.31,,
A1233,11486715274875444,12/3/20,20026016,L,3,A1233,56.97,60.65,8.55,41.31,10.79,6.99,1,-3.68,,
A1234,11263914127385840,12/3/20,20026018,L,6,A1234,25.48,26.22,3.82,13.57,8.83,7.5,1,-0.74,,
A1235,11137497253941818,12/3/20,20026030,J,1,A1235,73.08,73.48,10.96,54.76,7.76,8.89,1,-0.4,,
A1236,11284930425724202,12/3/20,20026020,L,4,A1236,66.48,54.72,9.96,36.68,8.08,6.99,1,11.76,,
A1237,11111767554480225,12/3/20,20026022,L,12,A1237,34.01,35.89,5.1,14.88,15.91,9.99,1,-1.88,,
A1238,11249903579465833,12/3/20,20026023,L,12,A1238,36.76,39.32,5.51,22.37,11.44,8.75,1,-2.56,,
A1239,11232990173645013,12/3/20,20026024,C,1,A1239,37.8,37.43,5.67,20.99,10.77,11.3,1,0.37,,
A1240,11400181715997037,12/3/20,20026027,L,1,A1240,28.98,22.89,4.35,15.28,3.26,4.75,1,6.09,,
A1241,11266405140456226,12/3/20,20026026,L,24,A1241,50.51,56.8,7.58,26.11,23.11,15.5,1,-6.29,,
A1242,11318610288521009,12/3/20,20026028,L,1,A1242,36.18,35.84,5.43,20.52,9.89,6.99,1,0.34,,
A1243,11209577897719453,12/3/20,20026034,L,2,A1243,10.53,10.82,0.84,2.86,7.12,6.99,1,-0.29,,
A1244,11319621691123442,12/3/20,20026035,L,12,A1244,52.62,54.23,7.89,33.93,12.41,9.99,1,-1.61,,
A1245,11442278882165869,12/3/20,20026036,L,6,A1245,38.33,39.9,5.75,22.92,11.23,8.75,1,-1.57,,
A1246,11237030258146645,12/3/20,8877-11-,G,1,A1246,3989.89,4056.69,326.19,3728.5,2,11.99,1,-66.8,,
A1247,11396189290970603,12/3/20,20026037,L,6,A1247,37.1,38.38,5.57,24.56,8.25,6.99,1,-1.28,,
A1248,11488540743097010,12/3/20,20026149,J,2,A1248,758.2,752.02,60.66,691.36,0,12.64,1,6.18,,
A1249,11170926214608219,12/3/20,20026039,L,6,A1249,21.53,23.04,3.23,9.69,10.12,7.99,1,-1.51,,
A1250,11317063090829867,12/3/20,20026040,L,12,A1250,39,34.68,5.86,18.7,10.12,7.5,1,4.32,,
A1251,11128372362494650,12/3/20,20026038,L,3,A1251,29.97,32.71,4.5,18.09,10.12,7.99,1,-2.74,,
A1252,11482752137101018,12/3/20,20026033,J,1,A1252,223.34,227.81,13.4,204.4,10.01,10.01,0,-4.47,,
A1253,11493315472906647,12/3/20,20026041,L,3,A1253,56.97,62.37,8.55,41.31,12.51,6.99,1,-5.4,,
A1254,11313794546819436,12/3/20,20026042,H,2,A1254,25.84,24.87,3.88,14,6.99,6.99,0,0.97,,
A1255,11119557605032233,12/3/20,20026043,L,12,A1255,43.64,50.03,6.55,27.96,15.52,9.99,1,-6.39,,
A1256,11207308722095464,12/3/20,20026045,L,6,A1256,34.68,37.01,5.2,21.92,9.89,7.5,1,-2.33,,
A1257,11358711280313834,12/3/20,20026044,L,3,A1257,29.76,34.51,4.46,19.26,10.79,4.75,1,-4.75,,
A1258,11401352823083440,12/3/20,20026047,H,6,A1258,59.63,58.93,8.94,42,7.99,7.99,0,0.7,,
A1259,11499897232858623,12/3/20,20026049,L,6,A1259,33.17,32.39,4.98,20.37,7.04,6.99,1,0.78,,
A1260,11240648403117029,12/3/20,20026050,L,1,A1260,9.54,9.42,0.76,4.22,4.44,4.75,1,0.12,,
A1261,11121025229068238,12/3/20,20026051,C,3,A1261,20.42,19.62,3.06,5.79,10.77,11.98,1,0.8,,
A1262,11455845118069041,12/3/20,20026048,L,2,A1262,23.96,18.22,3.6,10.18,4.44,5.75,1,5.74,,
A1263,11116270921502619,12/3/20,20026053,L,6,A1263,41.43,45.55,6.21,28.55,10.79,7.5,1,-4.12,,
A1264,11146590493417016,12/3/20,20026054,L,24,A1264,141.72,183.76,21.27,69.21,93.28,100,1,-42.04,,
A1265,11179744941409822,12/3/20,20026052,L,12,A1265,45.9,48.37,6.89,28.49,12.99,10.99,1,-2.47,,
A1266,11199028914520209,12/3/20,20026056,L,6,A1266,44.1,45.06,6.62,28.55,9.89,7.5,1,-0.96,,
A1267,11426391087356241,12/3/20,20026055,L,6,A1267,39.4,39.21,5.91,28.53,4.77,5.75,1,0.19,,
A1268,11187365728933865,12/3/20,20026057,L,1,A1268,32.19,37.35,4.83,21.73,10.79,4.75,1,-5.16,,
A1269,11268468708921044,12/3/20,20026075,D,1,A1269,344.85,348.67,51.73,288.42,8.52,58.52,0,-3.82,,
A1270,11210649126516214,12/3/20,20026058,L,4,A1270,30.73,36.69,4.61,11.3,20.78,13.99,1,-5.96,,
A1271,11127698347314648,12/3/20,20026061,L,10,A1271,50.89,53.95,7.63,35.53,10.79,8.75,1,-3.06,,
A1272,11490844735781833,12/3/20,20026059,L,3,A1272,56.97,61.09,8.55,41.31,11.23,6.99,1,-4.12,,
A1273,11450026572360208,12/3/20,20026063,L,12,A1273,43.65,43.04,6.55,29.17,7.32,7.99,1,0.61,,
A1274,11234964644318642,12/3/20,20026062,L,1,A1274,17.24,20.57,2.59,10.24,7.74,4.75,1,-3.33,,
A1275,11265008449143435,12/3/20,20026179,D,1,A1275,37.4,36.87,5.61,22.74,8.52,58.52,0,0.53,,
A1276,11155792870499417,12/3/20,20026064,L,1,A1276,15.05,15.61,2.26,5.1,8.25,6.99,1,-0.56,,
A1277,11437061563129036,12/3/20,20026065,L,12,A1277,107.16,91.67,16.08,64.8,10.79,6.99,1,15.49,,
A1278,11178066513151432,12/3/20,20026066,L,1,A1278,25.04,25.73,3.76,13.08,8.89,6.99,1,-0.69,,
A1279,11136060674793844,12/3/20,20026067,L,12,A1279,47.92,56.83,7.19,31.58,18.06,9.99,1,-8.91,,
A1280,11387096243652201,12/3/20,20026070,L,24,A1280,30.65,41.14,4.6,18.23,18.31,7.5,1,-10.49,,
A1281,11194186865751453,12/3/20,20026060,L,12,A1281,51.19,41.65,7.68,25.28,8.69,8.75,1,9.54,,
A1282,11165840982773055,12/3/20,20026069,L,2,A1282,32.08,36.52,4.81,20.92,10.79,6.99,1,-4.44,,
A1283,11268548508706662,12/3/20,20026071,L,8,A1283,51.97,50.69,7.8,35.77,7.12,6.99,1,1.28,,
A1284,11234474949758604,12/3/20,20026072,L,2,A1284,69.48,67.38,10.42,48.94,8.02,6.99,1,2.1,,
A1285,11337566537229862,12/3/20,20026073,D,1,A1285,16.77,16.78,2.52,5.74,8.52,58.52,0,-0.01,,
A1286,11173759094905841,12/3/20,20026076,L,1,A1286,9.93,8.96,0.79,4.59,3.58,4.75,1,0.97,,
A1287,11321974589507440,12/3/20,20026077,L,1,A1287,18.91,17.91,2.84,11.71,3.36,4.75,1,1,,
A1288,11472200648237838,12/3/20,20026078,L,1,A1288,11.3,17.57,0.9,5.88,10.79,4.75,1,-6.27,,
A1289,11155148015572203,12/3/20,20026079,L,6,A1289,14.25,17.34,1.14,5.41,10.79,7.99,1,-3.09,,
A1290,11442515103990615,12/3/20,20026080,L,1,A1290,11.56,11.73,0.92,5.06,5.75,5.75,0,-0.17,,
A1291,11210947819519445,12/3/20,20026082,L,1,A1291,19.84,16.29,2.98,9.95,3.36,4.75,1,3.55,,
A1292,11247300720540268,12/3/20,20026084,L,1,A1292,15.9,18.28,2.39,7.64,8.25,5.75,1,-2.38,,
A1293,11445681088780245,12/3/20,20026085,L,6,A1293,27.74,28.65,4.16,15.03,9.46,7.99,1,-0.91,,
A1294,11401637884796275,12/3/20,20026086,L,60,A1294,98.87,96.49,14.83,64.05,17.61,14.5,1,2.38,,
A1295,11416256831739448,12/3/20,20026087,L,18,A1295,16.28,15.8,2.44,5.47,7.89,7.5,1,0.48,,
A1296,11120197493123446,12/3/20,20026088,L,1,A1296,46.6,41.09,6.99,34.1,0,5.75,1,5.51,,
A1297,11498176274389028,12/3/20,20026089,L,2,A1297,32.2,34.49,4.83,20.62,9.04,6.99,1,-2.29,,
A1298,11492679462513808,12/3/20,20026123,L,120,A1298,153.25,137.94,23,91.15,23.79,9.99,1,15.31,,
A1299,11172870664752258,12/3/20,20026090,L,2,A1299,23.9,22.84,3.59,10.42,8.83,7.5,1,1.06,,
A1300,11430496784985047,12/3/20,20026091,L,10,A1300,31.85,30.17,4.78,18.07,7.32,7.99,1,1.68,,
A1301,11479799010137068,12/3/20,20026092,L,6,A1301,33.91,36.04,4.07,21.18,10.79,6.99,1,-2.13,,
A1302,11227654059188204,12/3/20,20026093,L,3,A1302,56.97,60.65,8.55,41.31,10.79,6.99,1,-3.68,,
A1303,11284104392962635,12/3/20,20026094,L,1,A1303,16.92,21.61,2.54,6.97,12.1,7.5,1,-4.69,,
A1304,11198337947907409,12/3/20,20026095,L,1,A1304,14.34,14.29,2.15,5.1,7.04,6.99,1,0.05,,
A1305,11399145459220225,12/3/20,20026096,L,12,A1305,36.19,37.12,5.43,22.37,9.32,8.75,1,-0.93,,
A1306,11360651100043438,12/3/20,20026097,L,3,A1306,54.61,52.77,8.19,32.56,12.02,9.99,1,1.84,,
A1307,11478238338289809,12/3/20,20026099,L,12,A1307,38.12,40.37,5.72,24.53,10.12,7.5,1,-2.25,,
A1308,11337219276524246,12/3/20,20026100,L,1,A1308,12.07,13.11,0.97,5.1,7.04,4.75,1,-1.04,,
A1309,11179681426209038,12/3/20,20026098,L,6,A1309,34.42,42.43,5.16,19.21,18.06,9.99,1,-8.01,,
A1310,11116206302276262,12/3/20,20026106,L,6,A1310,17.44,19.45,2.62,7.79,9.04,6.99,1,-2.01,,
A1311,11216387363553041,12/3/20,20026101,L,1,A1311,19.84,17.33,2.98,9.95,4.4,4.75,1,2.51,,
A1312,11197581119235417,12/3/20,20026102,L,1,A1312,59.38,57.17,8.91,43.51,4.75,4.75,0,2.21,,
A1313,11483537216469036,12/3/20,20026103,L,6,A1313,43.98,47.41,6.6,24.45,16.36,9.99,1,-3.43,,
A1314,11418557233347412,12/3/20,20026104,L,15,A1314,39.59,40.38,5.94,25.69,8.75,8.75,0,-0.79,,
A1315,11398263533720225,12/3/20,20026105,L,6,A1315,39.54,39.73,5.93,23.77,10.03,9.5,1,-0.19,,
A1316,11484942392180243,12/3/20,20026107,L,12,A1316,52.44,56.23,7.87,35.64,12.72,9.99,1,-3.79,,
A1317,11135387490550606,12/3/20,20026108,L,4,A1317,30.92,28.64,4.64,15.92,8.08,6.99,1,2.28,,
A1318,11293663854705805,12/3/20,20026110,L,3,A1318,25.89,26.76,3.88,15.3,7.58,6.99,1,-0.87,,
A1319,11355095374593037,12/3/20,20026112,L,24,A1319,26.98,29.13,4.05,15.19,9.89,7.5,1,-2.15,,
A1320,11460469453511417,12/3/20,20026113,L,6,A1320,23.98,25.25,3.6,13.57,8.08,6.99,1,-1.27,,
A1321,11471789386184252,12/3/20,20026114,C,1,A1321,61.16,60.71,9.17,44.02,7.52,9.19,1,0.45,,
A1322,11218295406692237,12/3/20,20026115,L,6,A1322,31.73,31.91,4.76,17.65,9.5,9.5,0,-0.18,,
A1323,11164270961631459,12/3/20,20026116,L,6,A1323,29.18,29.79,4.38,16.58,8.83,7.99,1,-0.61,,
A1324,11143826244452218,12/3/20,20026117,L,6,A1324,23.89,23.05,3.58,11.12,8.35,9.5,1,0.84,,
A1325,11250832003956230,12/3/20,20026119,A,1,A1325,40.93,46.75,3.27,27.03,16.45,13.5,1,-5.82,,
A1326,11245183234803407,12/3/20,20026121,L,1,A1326,8.89,8.52,0.71,3.16,4.65,4.75,1,0.37,,
A1327,11399155169259433,12/3/20,20026122,L,1,A1327,23.89,11.5,3.58,7.92,0,6.99,1,12.39,,
A1328,11235708509365825,12/3/20,20026120,L,4,A1328,23.36,24.9,3.5,13.32,8.08,6.99,1,-1.54,,
A1329,11272314296894646,12/3/20,20026124,L,12,A1329,63.31,60.13,9.5,42.84,7.79,9.5,1,3.18,,
A1330,11190941057896252,12/3/20,20026506,D,2,A1330,27.78,19.54,4.16,6.86,8.52,58.52,0,8.24,,
A1331,11223721498997036,12/3/20,20026125,L,3,A1331,54.61,57.84,8.19,32.56,17.09,9.99,1,-3.23,,
A1332,11363520771137822,12/3/20,20026127,D,2,A1332,31.24,23.34,4.68,10.14,8.52,58.52,0,7.9,,
A1333,11309393867298643,12/3/20,20026128,L,24,A1333,50.51,56.8,7.58,26.11,23.11,15.5,1,-6.29,,
A1334,11394199283941868,12/3/20,20026132,L,12,A1334,67.16,56.79,10.08,33.24,13.47,9.99,1,10.37,,
A1335,11119370188919410,12/3/20,20026129,L,1,A1335,8.89,8.52,0.71,3.16,4.65,4.75,1,0.37,,
A1336,11492151932026663,12/3/20,20026130,L,16,A1336,89.48,90.7,13.42,40.7,36.58,33.5,1,-1.22,,
A1337,11480137801782631,12/4/20,20026131,L,12,A1337,39.12,39.68,5.87,24.53,9.28,7.5,1,-0.56,,
A1338,11333277698725053,12/4/20,20026138,J,1,A1338,49.89,51.97,7.48,33.82,10.67,9.59,1,-2.08,,
A1339,11451105749146619,12/4/20,20026135,L,6,A1339,24.12,24.06,3.62,12.88,7.56,8.75,1,0.06,,
A1340,11134837715770650,12/4/20,20026133,L,1,A1340,26.28,22.87,3.94,15.3,3.63,6.99,1,3.41,,
A1341,11331005427633855,12/4/20,20026134,L,3,A1341,23.89,22.37,3.58,15.21,3.58,4.75,1,1.52,,
A1342,11364994896168201,12/4/20,20026136,L,6,A1342,50.72,40.06,6.09,25.62,8.35,9.5,1,10.66,,
A1343,11364607093071401,12/4/20,20026143,L,6,A1343,14.25,17.34,1.14,5.41,10.79,7.99,1,-3.09,,
A1344,11112375620441866,12/4/20,20026137,L,1,A1344,46.6,41.09,6.99,34.1,0,5.75,1,5.51,,
A1345,11377851300561811,12/4/20,20026139,L,4,A1345,55.58,62.63,8.34,31.25,23.04,13.99,1,-7.05,,
A1346,11126307366962626,12/4/20,20026140,L,12,A1346,27.65,35.45,4.15,14.07,17.23,9.99,1,-7.8,,
A1347,11132020898593834,12/4/20,20026141,L,6,A1347,43.98,47.41,6.6,24.45,16.36,9.99,1,-3.43,,
A1348,11296780482518632,12/4/20,20026142,L,3,A1348,56.97,60.65,8.55,41.31,10.79,6.99,1,-3.68,,
A1349,11234598310857803,12/4/20,20026145,L,6,A1349,23.98,25.25,3.6,13.57,8.08,6.99,1,-1.27,,
A1350,11486123663425033,12/4/20,20026144,L,72,A1350,257.16,293.02,38.58,154.44,100,100,0,-35.86,,
A1351,11285014108094628,12/4/20,20026148,I,1,A1351,72.55,71.61,10.88,49.99,10.74,13.46,0,0.94,,
A1352,11227967472797034,12/4/20,20026269,L,1,A1352,19.48,17.82,2.92,10.25,4.65,5.75,1,1.66,,
A1353,11278640872451400,12/4/20,20026147,L,12,A1353,43.62,45.79,6.54,27.96,11.29,9.99,1,-2.17,,
A1354,11256001596311417,12/4/20,20026150,L,6,A1354,34.83,36.55,5.22,20.81,10.52,9.5,1,-1.72,,
A1355,11399077702005001,12/4/20,20026151,L,1,A1355,38.03,31.39,5.7,21.25,4.44,4.75,1,6.64,,
A1356,11162395264034609,12/4/20,20026152,L,6,A1356,26.51,26.4,3.98,15.3,7.12,7.5,1,0.11,,
A1357,11115213298078630,12/4/20,20026153,L,4,A1357,32.23,34.92,4.83,21.05,9.04,6.99,1,-2.69,,
A1358,11275824518307463,12/4/20,20026154,L,12,A1358,62.88,60.65,9.44,33.24,17.97,9.99,1,2.23,,
A1359,11263880434017040,12/4/20,20026155,L,24,A1359,50.51,68,7.58,26.11,34.31,15.5,1,-17.49,,
A1360,11405911688563415,12/4/20,20026156,L,12,A1360,55.98,58.69,8.4,34.82,15.47,9.99,1,-2.71,,
A1361,11324055619955465,12/4/20,20026159,L,1,A1361,12.81,19.04,1.92,6.33,10.79,4.75,1,-6.23,,
A1362,11352841213885049,12/4/20,20026161,J,1,A1362,49.23,54.21,7.38,33.45,13.38,9.38,1,-4.98,,
A1363,11173809128349020,12/4/20,20026158,L,12,A1363,36.77,37.96,5.52,22.38,10.06,8.75,1,-1.19,,
A1364,11275552227497007,12/4/20,20026165,L,4,A1364,53.63,50.77,8.04,27.63,15.1,13.99,1,2.86,,
A1365,11247628054260259,12/4/20,20026166,L,4,A1365,53.63,50.77,8.04,27.63,15.1,13.99,1,2.86,,
A1366,11230327248325867,12/4/20,8385-11-,G,1,A1366,157.64,178.73,23.65,134.62,20.46,11.99,1,-21.09,,
A1367,11346433543967407,12/4/20,20026168,L,6,A1367,44.37,43.72,5.32,27.54,10.86,9.5,1,0.65,,
A1368,11248702248421819,12/4/20,20026170,L,2,A1368,27.94,25.07,4.19,10.76,10.12,7.99,1,2.87,,
A1369,11268437283057850,12/4/20,20026167,H,3,A1369,36.3,32.66,5.45,20.22,6.99,6.99,0,3.64,,
A1370,11169556365698626,12/4/20,20026171,L,6,A1370,23.98,25.42,3.6,13.57,8.25,6.99,1,-1.44,,
A1371,11468183886957005,12/4/20,20026164,J,1,A1371,54.77,57.74,8.22,38.83,10.69,8.55,1,-2.97,,
A1372,11223249004457862,12/4/20,20026172,L,1,A1372,13.34,11.43,2,5.96,3.47,4.75,1,1.91,,
A1373,11400238149419460,12/4/20,20026174,L,2,A1373,18.47,15.37,2.77,8.16,4.44,5.75,1,3.1,,
A1374,11433244512229052,12/4/20,20026173,L,1,A1374,34.69,36.22,5.2,19.26,11.76,6.99,1,-1.53,,
A1375,11267481979898635,12/4/20,20026176,L,1,A1375,19.74,25.7,2.96,11.95,10.79,4.75,1,-5.96,,
A1376,11214280306983420,12/4/20,20026175,L,12,A1376,34.01,30.92,5.1,14.88,10.94,9.99,1,3.09,,
A1377,11434178544127452,12/4/20,20026177,L,12,A1377,46.48,47.22,6.97,27.26,12.99,10.99,1,-0.74,,
A1378,11388376230356251,12/4/20,20026180,D,1,A1378,20.9,19.41,3.14,7.75,8.52,58.52,0,1.49,,
A1379,11478952063093843,12/4/20,20026181,J,1,A1379,129.98,129.86,19.5,99.15,11.21,12.64,1,0.12,,
A1380,11327901855200260,12/4/20,20026182,L,6,A1380,72.97,77.5,10.95,48.93,17.62,9.99,1,-4.53,,
A1381,11129247328004238,12/4/20,20026183,L,12,A1381,34.21,36.27,5.13,22.31,8.83,6.99,1,-2.06,,
A1382,11496701592388246,12/4/20,20026188,A,1,A1382,40.93,46.75,3.27,27.03,16.45,13.5,1,-5.82,,
A1383,11151999396896238,12/4/20,20026184,L,12,A1383,34.21,36.59,5.13,22.31,9.15,6.99,1,-2.38,,
A1384,11291235138085036,12/4/20,20026189,J,1,A1384,54.77,54.88,8.34,38.83,7.71,8.55,1,-0.11,,
A1385,11442102669397014,12/4/20,20026185,L,12,A1385,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,,
A1386,11461749390742609,12/4/20,20026187,L,24,A1386,26.98,26.36,4.05,15.19,7.12,7.5,1,0.62,,
A1387,11135247725214610,12/4/20,20026191,L,12,A1387,24.85,27.95,3.73,13.43,10.79,6.99,1,-3.1,,
A1388,11348919480284237,12/4/20,20026193,L,6,A1388,29.8,24.22,4.48,15.3,4.44,5.75,1,5.58,,
A1389,11223962003603453,12/4/20,20026190,J,1,A1389,35.53,38.05,5.33,22.08,10.64,8.83,1,-2.52,,
A1390,11319748480141053,12/4/20,20026192,L,15,A1390,39.43,40.72,5.91,23.58,11.23,8.75,1,-1.29,,
A1391,11411445652241043,12/4/20,20026194,C,1,A1391,37.8,39.82,5.67,20.99,13.16,11.3,1,-2.02,,
A1392,11399570957556205,12/4/20,20026197,J,1,A1392,68.67,68.09,5.49,51.87,10.73,8.89,1,0.58,,
A1393,11334234937106668,12/4/20,20026195,L,3,A1393,56.97,60.65,8.55,41.31,10.79,6.99,1,-3.68,,
A1394,11239565737596235,12/4/20,20026186,L,2,A1394,18.39,19.78,2.76,9.98,7.04,5.75,1,-1.39,,
A1395,11274171822425048,12/4/20,20026196,L,12,A1395,40.8,44.91,6.12,28,10.79,7.5,1,-4.11,,
A1396,11280860868424251,12/4/20,20026198,I,1,A1396,38.81,33.19,5.82,17.99,9.38,11.43,0,5.62,,
A1397,11186212451137820,12/4/20,20026199,L,48,A1397,101.68,82.87,15.24,56.84,10.79,9.5,1,18.81,,
A1398,11455259222702643,12/4/20,20026202,L,24,A1398,85.31,87.82,12.8,39.3,35.72,19.5,1,-2.51,,
A1399,11141944285407407,12/4/20,20026219,D,1,A1399,23.49,22.86,2.82,11.52,8.52,58.52,0,0.63,,
A1400,11406224222854666,12/4/20,20026203,L,12,A1400,103.87,93.31,15.58,64.56,13.17,11.99,1,10.56,,
A1401,11216516999296212,12/4/20,20026204,L,6,A1401,33.17,32.93,4.98,20.37,7.58,6.99,1,0.24,,
A1402,11280615346005007,12/4/20,20026205,L,6,A1402,33.91,36.04,4.07,21.18,10.79,6.99,1,-2.13,,
A1403,11291263304789830,12/4/20,20026206,L,1,A1403,23.65,19.36,3.55,7.92,7.89,6.99,1,4.29,,
A1404,11205462910267407,12/4/20,20026208,L,12,A1404,34.35,38.69,5.15,22.31,11.23,6.99,1,-4.34,,
A1405,11467243300117049,12/4/20,20026207,L,1,A1405,46.6,53.5,6.99,34.1,12.41,5.75,1,-6.9,,
A1406,11255544399063416,12/4/20,20026209,L,12,A1406,24.85,27.95,3.73,13.43,10.79,6.99,1,-3.1,,
A1407,11242557903745033,12/4/20,20026210,L,12,A1407,24.85,25.18,3.73,13.43,8.02,6.99,1,-0.33,,
A1408,11183268606598628,12/4/20,20026211,L,1,A1408,20.7,19.86,3.11,7.92,8.83,6.99,1,0.84,,
A1409,11108308482536253,12/4/20,20026215,L,1,A1409,20.59,30.9,3.09,11.95,15.86,4.75,1,-10.31,,
A1410,11448614269596204,12/4/20,20026214,L,2,A1410,20.36,25.7,3.05,11.86,10.79,5.75,1,-5.34,,
A1411,11164268545669042,12/4/20,20026213,L,12,A1411,65.01,59.94,9.75,43.2,6.99,6.99,0,5.07,,
A1412,11370390316313860,12/4/20,20026212,L,6,A1412,33.17,34.24,4.98,20.37,8.89,6.99,1,-1.07,,
A1413,11369546086202655,12/4/20,20026216,L,4,A1413,55.58,57.95,8.34,31.25,18.36,13.99,1,-2.37,,
A1414,11496027927919400,12/4/20,20026221,A,1,A1414,40.93,46.75,3.27,27.03,16.45,13.5,1,-5.82,,
A1415,11132229129597025,12/4/20,20026218,L,12,A1415,36.25,35.6,5.44,22.37,7.79,8.75,1,0.65,,
A1416,11265146734829818,12/4/20,20026222,L,1,A1416,14.82,14,2.22,8.15,3.63,4.75,1,0.82,,
A1417,11372192332453020,12/4/20,20026223,L,1,A1417,14.22,15.25,2.13,5.04,8.08,6.99,1,-1.03,,
A1418,11378543032456219,12/4/20,20026225,L,1,A1418,46.6,41.09,6.99,34.1,0,5.75,1,5.51,,
A1419,11389946727622662,12/4/20,20026226,L,24,A1419,30.69,30.15,4.6,18.23,7.32,7.5,1,0.54,,
A1420,11480106847069008,12/4/20,20026217,C,1,A1420,59.2,63.89,7.1,42.05,14.74,8.73,1,-4.69,,
A1421,11463473847437044,12/4/20,20026228,L,12,A1421,45.9,48.37,6.89,28.49,12.99,10.99,1,-2.47,,
A1422,11324724717889840,12/4/20,20026227,L,4,A1422,34.33,44.37,5.15,15.84,23.38,9.99,1,-10.04,,
