Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Estimated Shipping Cost,Shipping Cost,Flag,Profit,Weight,,
A1291,11191900095765805,12/5/20,20026804,L,6,A1291,33.56,32.44,5.03,20.37,7.04,6.99,1,1.12,1.88,,
A1292,11337079766125004,12/5/20,20026803,L,3,A1292,56.97,56.9,8.55,41.31,7.04,6.99,1,0.07,1.23,,
A1293,11188261436949058,12/5/20,20026805,L,12,A1293,36.09,30.82,5.41,17.19,8.22,8.75,1,5.27,4.1,,
A1294,11299587234441051,12/5/20,20026808,L,6,A1294,34.41,40.1,5.16,19.21,15.73,9.99,1,-5.69,10.6,,
A1295,11498286779162636,12/5/20,20026807,L,1,A1295,15.29,17.2,2.29,6.32,8.59,6.99,1,-1.91,1.29,,
A1296,11418805353182661,12/5/20,20026809,L,36,A1296,148.26,113.64,22.26,77.52,13.86,11.99,1,34.62,18.78,,
A1297,11412351446036229,12/5/20,20026810,L,2,A1297,17.78,15.99,1.42,6.32,8.25,5.75,1,1.79,0.82,,
A1298,11110077946614622,12/5/20,20026811,L,12,A1298,55.4,60.77,8.31,40.05,12.41,5.75,1,-5.37,0.98,,
A1299,11230543576713855,12/5/20,20026814,L,1,A1299,24.76,22.35,3.71,15.28,3.36,4.75,1,2.41,0.12,,
A1300,11194461420189868,12/5/20,20026813,L,12,A1300,40.8,42.95,6.12,28,8.83,7.5,1,-2.15,2.4,,
A1301,11399587266225845,12/5/20,20026815,L,2,A1301,41.88,35.6,6.28,25.7,3.62,4.75,1,6.28,0.34,,
A1302,11103218183339444,12/5/20,20026816,L,1,A1302,20.94,19.25,3.14,12.85,3.26,4.75,1,1.69,0.17,,
A1303,11419114135011434,12/5/20,20026818,L,6,A1303,25.99,24.88,3.9,11.86,9.12,7.99,1,1.11,3.33,,
A1304,11140439862930640,12/5/20,20026820,L,2,A1304,16.85,15.78,2.02,10.14,3.62,4.75,1,1.07,0.2,,
A1305,11369208867301018,12/5/20,20026821,L,1,A1305,18.38,12.29,2.76,2.21,7.32,6.99,1,6.09,1.18,,
A1306,11432785929147431,12/5/20,20026819,L,12,A1306,25.43,25.14,3.81,14.21,7.12,6.99,1,0.29,1.5,,
A1307,11448738588164217,12/5/20,20026822,L,3,A1307,56.97,56.9,8.55,41.31,7.04,6.99,1,0.07,1.23,,
A1308,11222343299065809,12/5/20,20026823,L,12,A1308,36.67,35.66,5.5,22.37,7.79,8.75,1,1.01,4,,
A1309,11107266943334634,12/5/20,20026824,L,2,A1309,33.14,28.71,4.98,15.48,8.25,6.99,1,4.43,1.1,,
A1310,11240561177992220,12/5/20,20026828,L,12,A1310,40.8,41.24,6.12,28,7.12,7.5,1,-0.44,2.4,,
A1311,11361906799379431,12/5/20,20026826,L,12,A1311,46.48,47.22,6.97,27.26,12.99,10.99,1,-0.74,14.04,,
A1312,11166896477690654,12/5/20,20026825,L,6,A1312,44.1,46.02,6.62,28.55,10.85,7.5,1,-1.92,2.08,,
A1313,11179587226313827,12/5/20,20026827,L,12,A1313,36.67,35.66,5.5,22.37,7.79,8.75,1,1.01,4,,
A1314,11429494658383416,12/5/20,20026830,L,12,A1314,34.75,35.77,5.21,22.31,8.25,6.99,1,-1.02,1.35,,
A1315,11111187791942612,12/5/20,20026829,L,12,A1315,21.24,23.27,3.19,11.49,8.59,6.99,1,-2.03,1.2,,
A1316,11269483521651435,12/5/20,20026831,L,3,A1316,29.67,27.07,4.45,15.3,7.32,7.99,1,2.6,3.6,,
A1317,11387232861893834,12/5/20,20026832,L,1,A1317,27.46,27.04,4.12,18.15,4.77,5.75,1,0.42,0.71,,
A1318,11318099504220258,12/5/20,20026834,L,1,A1318,16.92,18.33,2.54,6.97,8.82,7.5,1,-1.41,1.97,,
A1319,11449319833131434,12/5/20,20026835,L,12,A1319,24.85,25.24,3.73,13.43,8.08,6.99,1,-0.39,1.49,,
A1320,11360450141633048,12/5/20,20026838,L,6,A1320,40.71,42.44,6.11,28.08,8.25,6.99,1,-1.73,1.14,,
A1321,11301116415954677,12/5/20,20026836,L,3,A1321,43.74,37.31,6.57,23.7,7.04,5.75,1,6.43,0.81,,
A1322,11150503085202636,12/5/20,20026837,L,1,A1322,11.33,14.3,1.7,5.11,7.49,4.75,1,-2.97,0.58,,
A1323,11468598798766613,12/5/20,20026839,L,1,A1323,20.94,25.03,3.14,12.85,9.04,4.75,1,-4.09,0.17,,
A1324,11493195684201809,12/5/20,20026833,L,1,A1324,20.94,19.58,3.14,12.85,3.59,4.75,1,1.36,0.17,,
A1325,11264259625838666,12/5/20,20026841,L,3,A1325,31.9,33.84,3.83,20.73,9.28,7.99,1,-1.94,3.39,,
A1326,11111535791965011,12/5/20,20026842,L,12,A1326,27,29.52,4.05,14.03,11.44,9.99,1,-2.52,13.56,,
A1327,11447907048222651,12/5/20,20026840,L,1,A1327,8.89,8.31,0.71,3.16,4.44,4.75,1,0.58,0.41,,
A1328,11390165492746622,12/5/20,20026846,L,6,A1328,25.76,26.89,3.86,13.57,9.46,7.5,1,-1.13,2,,
A1329,11345690256918667,12/5/20,20026847,L,12,A1329,38.12,39.53,5.72,24.53,9.28,7.5,1,-1.41,2.5,,
A1330,11374888935337822,12/5/20,20026848,L,36,A1330,101.88,71.95,15.3,46.74,9.91,9.5,1,29.93,6.6,,
A1331,11445341513291436,12/5/20,20026849,L,8,A1331,46.1,59.34,6.92,20.35,32.07,16.5,1,-13.24,34,,
A1332,11251282577538667,12/5/20,20026852,L,12,A1332,46.48,52.29,6.97,27.26,18.06,10.99,1,-5.81,14.04,,
A1333,11300565871942627,12/5/20,20026854,L,1,A1333,26.28,22.6,3.94,15.3,3.36,6.99,1,3.68,0.37,,
A1334,11371705771125828,12/5/20,20026853,L,12,A1334,36.67,35.66,5.5,22.37,7.79,8.75,1,1.01,4,,
A1335,11146641594684268,12/5/20,20026858,L,20,A1335,64.48,56.68,9.68,36.14,10.86,9.5,1,7.8,7.24,,
A1336,11297816888214647,12/5/20,20026857,L,4,A1336,56.53,55.19,8.48,31.25,15.46,13.99,1,1.34,21,,
A1337,11487313120257828,12/5/20,20026863,L,12,A1337,26.45,28.6,3.17,15.91,9.52,7.5,1,-2.15,2.73,,
A1338,11269518679681853,12/5/20,20026860,L,12,A1338,46.48,45.3,6.97,27.26,11.07,10.99,1,1.18,14.04,,
A1339,11411367973881829,12/5/20,20026861,L,3,A1339,25.57,24.55,3.84,12.21,8.5,7.5,1,1.02,2.43,,
A1340,11189866337600221,12/5/20,20026865,L,12,A1340,36.49,37.19,5.47,20.81,10.91,7.99,1,-0.7,3.45,,
A1341,11291759641046643,12/5/20,20026864,L,12,A1341,42.01,43.4,6.3,26.45,10.65,9.5,1,-1.39,4,,
A1342,11379367379024262,12/5/20,20026866,L,1,A1342,10.44,12.49,0.84,4.07,7.58,5.75,1,-2.05,0.81,,
A1343,11404787770538613,12/5/20,20026867,L,1,A1343,20.94,25.03,3.14,12.85,9.04,4.75,1,-4.09,0.17,,
A1344,11403152669356230,12/5/20,20026868,L,6,A1344,52.05,49.44,7.81,33.29,8.34,8.75,1,2.61,4,,
A1345,11354591069019417,12/5/20,20026869,L,1,A1345,12.07,15.95,1.81,5.1,9.04,4.75,1,-3.88,0.93,,
A1346,11383346339613803,12/5/20,20026870,L,12,A1346,38.55,38.81,5.78,23.28,9.75,7.99,1,-0.26,2.64,,
A1347,11438974065475432,12/5/20,20026876,L,6,A1347,47.48,43.15,7.12,25.46,10.57,6.99,1,4.33,2.08,,
A1348,11388716887421852,12/5/20,20026871,L,1,A1348,20.94,23.57,3.14,12.85,7.58,4.75,1,-2.63,0.17,,
A1349,11436521402237806,12/5/20,20026872,L,3,A1349,56.97,58.9,8.55,41.31,9.04,6.99,1,-1.93,1.23,,
A1350,11373568109953802,12/5/20,20026875,L,2,A1350,17.06,15.4,1.36,6.46,7.58,5.75,1,1.66,0.66,,
A1351,11122733022173049,12/5/20,20026874,L,6,A1351,31.38,30.75,4.71,17.31,8.73,7.99,1,0.63,3,,
A1352,11217488112125029,12/5/20,20026882,L,1,A1352,22.35,20.6,3.35,13.7,3.55,5.75,1,1.75,0.11,,
A1353,11387030939745016,12/5/20,20026877,L,6,A1353,35.01,36.03,5.25,19.21,11.57,9.99,1,-1.02,10.6,,
A1354,11365843727423418,12/5/20,20026878,L,12,A1354,76.65,80.86,11.5,48.96,20.4,11.99,1,-4.21,16.5,,
A1355,11356354458452251,12/5/20,20026881,L,3,A1355,15.41,19,2.31,7.65,9.04,5.75,1,-3.59,0.66,,
A1356,11349699011193017,12/5/20,20026883,L,1,A1356,20.86,24.5,3.13,8.66,12.71,9.5,1,-3.64,7.88,,
A1357,11310154104120219,12/5/20,20026885,L,12,A1357,28.2,33.85,4.23,14.07,15.55,9.99,1,-5.65,9.35,,
A1358,11462767235315468,12/5/20,20026884,L,6,A1358,38.73,39.81,5.81,23.43,10.57,9.5,1,-1.08,7,,
A1359,11267792882282619,12/5/20,20026886,L,1,A1359,20.94,19.58,3.14,12.85,3.59,4.75,1,1.36,0.17,,
A1360,11481845395505841,12/5/20,20026887,L,12,A1360,90.7,88.33,13.61,65.89,8.83,6.99,1,2.37,1.5,,
A1361,11172351012719460,12/5/20,20027673,L,4,A1361,35.81,38.98,5.37,25.36,8.25,5.75,1,-3.17,1.12,,
A1362,11253124479693031,12/5/20,20026891,L,6,A1362,42.5,44.62,6.38,29.99,8.25,6.99,1,-2.12,1.73,,
A1363,11148494642343455,12/5/20,20026890,L,1,A1363,20.94,19.35,3.14,12.85,3.36,4.75,1,1.59,0.17,,
A1364,11304113850948216,12/5/20,20026888,L,12,A1364,16.58,17.37,2.49,6.05,8.83,7.5,1,-0.79,2.3,,
A1365,11490434780986614,12/5/20,20026889,L,6,A1365,38.5,37.38,5.78,23.71,7.89,7.5,1,1.12,2.75,,
A1366,11337138230047441,12/5/20,20026892,L,6,A1366,65.12,66.87,9.77,45.87,11.23,8.75,1,-1.75,4.3,,
A1367,11321055161793040,12/5/20,20026893,L,12,A1367,28.99,27.58,4.35,15.91,7.32,7.99,1,1.41,3.03,,
A1368,11127436920593827,12/5/20,20026894,L,3,A1368,31.43,22.82,4.71,8.22,9.89,7.5,1,8.61,2.49,,
A1369,11281557959053813,12/5/20,20026896,L,12,A1369,28.77,18.39,4.32,14.07,0,9.99,1,10.38,9.35,,
A1370,11467797420873008,12/5/20,20026897,L,6,A1370,28.04,29.13,4.21,15.03,9.89,7.99,1,-1.09,3.5,,
A1371,11344796503029851,12/5/20,20026899,L,1,A1371,8.83,8.71,0.71,3.56,4.44,5.75,1,0.12,0.45,,
A1372,11158101035236244,12/5/20,20026901,L,6,A1372,25.06,26.04,3.76,12.82,9.46,7.5,1,-0.98,2.39,,
A1373,11439044369931426,12/5/20,20026900,L,12,A1373,36.67,37.9,5.5,22.37,10.03,8.75,1,-1.23,4,,
A1374,11493203629466600,12/5/20,20026903,L,1,A1374,20.94,19.27,3.14,12.85,3.28,4.75,1,1.67,0.17,,
A1375,11193776696245843,12/5/20,20026905,L,1,A1375,8.83,8.71,0.71,3.56,4.44,5.75,1,0.12,0.45,,
A1376,11158523154611401,12/5/20,20026906,L,2,A1376,16.85,15.78,2.02,10.14,3.62,4.75,1,1.07,0.2,,
A1377,11387338002862604,12/5/20,20026904,L,2,A1377,28.62,28.87,4.29,17.54,7.04,6.99,1,-0.25,1.1,,
A1378,11233012593997027,12/5/20,20026908,L,6,A1378,42.5,45.41,6.38,29.99,9.04,6.99,1,-2.91,1.73,,
A1379,11410912490907438,12/5/20,20026909,L,12,A1379,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,1.49,,
A1380,11497909461748261,12/5/20,20026910,L,1,A1380,9.97,14.05,0.8,4.21,9.04,4.75,1,-4.08,0.24,,
A1381,11119385410912221,12/5/20,20026912,L,6,A1381,34.42,42.28,5.16,19.21,17.91,9.99,1,-7.86,10.6,,
A1382,11358803143080246,12/5/20,20026911,L,12,A1382,69.3,57.51,10.4,38.76,8.35,9.5,1,11.79,7,,
A1383,11463326729228255,12/5/20,20026913,L,2,A1383,16.85,15.78,2.02,10.14,3.62,4.75,1,1.07,0.2,,
A1384,11437546988923426,12/5/20,20026914,L,8,A1384,68.33,71.38,8.2,46.65,16.53,9.99,1,-3.05,8.6,,
A1385,11451142309843432,12/5/20,20026915,L,6,A1385,50.59,40.04,6.07,25.62,8.35,9.5,1,10.55,6.75,,
A1386,11184137680250620,12/5/20,20026916,L,6,A1386,44.37,40.11,6.66,20.61,12.84,9.99,1,4.26,8.9,,
A1387,11357397477390647,12/5/20,20026917,L,1,A1387,26.28,22.48,3.94,15.3,3.24,6.99,1,3.8,0.37,,
A1388,11221213181852257,12/5/20,20026918,L,1,A1388,8.89,12.76,0.71,3.16,8.89,4.75,1,-3.87,0.41,,
A1389,11457440666517865,12/5/20,20026919,L,1,A1389,19.83,28.83,2.97,9.95,15.91,4.75,1,-9,0.23,,
A1390,11346793415113060,12/5/20,20026921,L,1,A1390,20.92,18.72,3.14,11.95,3.63,4.75,1,2.2,0.23,,
A1391,11386174925885011,12/5/20,20026926,L,1,A1391,16.67,11.9,2.5,6.12,3.28,4.75,1,4.77,0.12,,
A1392,11363630006934617,12/5/20,20026922,L,6,A1392,43.98,43.89,6.6,24.45,12.84,9.99,1,0.09,13,,
A1393,11320562273018619,12/5/20,20026924,L,6,A1393,47.29,49.67,7.09,28.19,14.39,9.99,1,-2.38,14,,
A1394,11221538539923449,12/5/20,20026925,L,3,A1394,56.97,58.9,8.55,41.31,9.04,6.99,1,-1.93,1.23,,
A1395,11109180130017031,12/5/20,20026929,L,3,A1395,44.64,46,6.7,30.57,8.73,7.5,1,-1.36,2.55,,
A1396,11249240736135432,12/5/20,20026930,L,16,A1396,30.37,31.11,4.56,18.05,8.5,6.99,1,-0.74,1.91,,
A1397,11416582391374601,12/5/20,20026933,L,1,A1397,19,18.55,2.85,8.66,7.04,6.99,1,0.45,1,,
A1398,11315696919161055,12/5/20,20026928,L,6,A1398,26.51,28.11,3.98,15.3,8.83,7.5,1,-1.6,1.92,,
A1399,11493921813914623,12/5/20,20026931,L,12,A1399,52.71,49.51,7.91,27.13,14.47,9.99,1,3.2,13.2,,
A1400,11395234344375448,12/5/20,20026932,L,12,A1400,26.84,28.49,4.03,15.57,8.89,6.99,1,-1.65,1.32,,
A1401,11369912131629021,12/5/20,20026937,L,3,A1401,21.9,19.88,3.29,12.15,4.44,5.75,1,2.02,0.54,,
A1402,11311492669543451,12/5/20,20026936,L,6,A1402,21.62,23.28,3.24,9.52,10.52,8.75,1,-1.66,4.2,,
A1403,11401457466795452,12/5/20,20026934,L,1,A1403,17.39,19.83,2.61,9.14,8.08,5.75,1,-2.44,0.78,,
A1404,11454692276281819,12/5/20,20026938,L,2,A1404,39.34,28.28,5.9,10.94,11.44,7.5,1,11.06,4.34,,
A1405,11421765839025808,12/5/20,20026939,L,1,A1405,11.32,11.2,1.7,5.1,4.4,4.75,1,0.12,0.59,,
A1406,11219328998477018,12/5/20,20026942,L,1,A1406,24.76,22.27,3.71,15.28,3.28,4.75,1,2.49,0.12,,
A1407,11117399653489837,12/5/20,20026943,L,12,A1407,40.8,41.24,6.12,28,7.12,7.5,1,-0.44,2.4,,
A1408,11128336775487412,12/5/20,20026944,L,12,A1408,34.64,36.34,5.2,22.31,8.83,6.99,1,-1.7,1.35,,
A1409,11266936661693865,12/5/20,20026945,L,3,A1409,26.89,20.72,4.03,5.46,11.23,7.99,1,6.17,3.75,,
A1410,11487328353461057,12/5/20,20026946,L,6,A1410,46.42,51.93,6.96,22.92,22.05,10.99,1,-5.51,15.28,,
A1411,11498956651723450,12/5/20,20026947,L,1,A1411,20.94,19.58,3.14,12.85,3.59,4.75,1,1.36,0.17,,
A1412,11218606679890651,12/5/20,20026951,L,12,A1412,29.78,32.52,4.47,14.07,13.98,9.99,1,-2.74,9.35,,
A1413,11204981070802650,12/5/20,20026948,L,3,A1413,15.41,19,2.31,7.65,9.04,5.75,1,-3.59,0.66,,
A1414,11112498510635462,12/5/20,20026955,L,2,A1414,10.56,12.53,0.84,2.86,8.83,6.99,1,-1.97,1.3,,
A1415,11461159829273839,12/5/20,20026952,L,1,A1415,8.89,8.31,0.71,3.16,4.44,4.75,1,0.58,0.41,,
A1416,11312358846304258,12/5/20,20026953,L,10,A1416,22.4,21.05,3.36,9.9,7.79,7.5,1,1.35,2.96,,
A1417,11206285204012226,12/5/20,20026954,L,2,A1417,18.9,15.89,2.84,8.44,4.61,5.75,1,3.01,0.76,,
A1418,11146273895598630,12/5/20,20026956,L,1,A1418,20.94,19.46,3.14,12.85,3.47,4.75,1,1.48,0.17,,
A1419,11102309263895406,12/5/20,20026959,L,12,A1419,39.76,39.11,5.96,24.39,8.76,9.5,1,0.65,6.92,,
A1420,11166170868862600,12/5/20,20026960,L,1,A1420,20.94,19.58,3.14,12.85,3.59,4.75,1,1.36,0.17,,
A1421,11344485024411419,12/5/20,20026963,L,2,A1421,17.78,16.14,1.42,6.32,8.4,5.75,1,1.64,0.82,,
A1422,11456268441977008,12/5/20,20026968,L,1,A1422,10.14,9.14,0.81,4.78,3.55,4.75,1,1,0.3,,
A1423,11416441680442610,12/5/20,20026966,L,6,A1423,17.91,18.73,2.69,7.79,8.25,6.99,1,-0.82,1.1,,
A1424,11446336980076227,12/5/20,20026964,L,6,A1424,113.94,108.87,17.1,82.62,9.15,7.5,1,5.07,2.46,,
A1425,11336912533800209,12/5/20,20026965,L,12,A1425,90.7,86.62,13.61,65.89,7.12,6.99,1,4.08,1.5,,
A1426,11140245434605023,12/5/20,20026969,L,24,A1426,50.51,46.48,7.58,26.11,12.79,15.5,1,4.03,29.22,,
A1427,11285280402512228,12/5/20,20026970,L,12,A1427,34.75,35.6,5.21,22.31,8.08,6.99,1,-0.85,1.35,,
A1428,11219059545849840,12/5/20,20026971,L,1,A1428,14.43,14.17,2.16,7.61,4.4,4.75,1,0.26,0.4,,
A1429,11486763544881038,12/5/20,20026972,L,12,A1429,39.36,35.94,5.9,21.7,8.34,8.75,1,3.42,4.8,,
A1430,11234761520835430,12/5/20,20026975,L,12,A1430,38.12,37.57,5.72,24.53,7.32,7.5,1,0.55,2.5,,
A1431,11432979596696245,12/5/20,20026974,L,1,A1431,13.29,17.45,1.99,6.42,9.04,4.75,1,-4.16,0.18,,
A1432,11485045491521062,12/5/20,20026976,L,1,A1432,10.24,13.97,1.54,3.84,8.59,5.75,1,-3.73,0.78,,
A1433,11116130791099459,12/5/20,20026973,L,1,A1433,14.71,15.5,2.21,5.04,8.25,6.99,1,-0.79,1.37,,
A1434,11274512852579467,12/5/20,20026977,L,12,A1434,39.77,40.69,5.97,24.39,10.33,9.5,1,-0.92,6.92,,
A1435,11399218458442625,12/5/20,20026979,L,12,A1435,53.8,51.76,8.07,36.13,7.56,8.75,1,2.04,4.5,,
A1436,11187941260230616,12/5/20,20026980,L,1,A1436,11.98,11.33,1.8,5.09,4.44,4.75,1,0.65,0.3,,
A1437,11189545293089063,12/5/20,20026978,L,1,A1437,8.8,8.67,0.7,3.53,4.44,4.75,1,0.13,0.45,,
A1438,11222189896050607,12/5/20,20026984,L,12,A1438,24.85,26.2,3.73,13.43,9.04,6.99,1,-1.35,1.49,,
A1439,11164399232762650,12/5/20,20026986,L,10,A1439,32.24,33.48,4.84,18.07,10.57,7.99,1,-1.24,3.62,,
A1440,11405102672229860,12/5/20,20026988,L,1,A1440,8.89,10.99,0.71,3.16,7.12,4.75,1,-2.1,0.41,,
A1441,11210995002837063,12/6/20,20026987,L,1,A1441,31.45,32.57,4.72,19.26,8.59,6.99,1,-1.12,1.5,,
A1442,11140281079065056,12/6/20,20026989,L,24,A1442,74.06,72.54,11.1,44.76,16.68,9.99,1,1.52,8.8,,
A1443,11122410823145855,12/6/20,20026990,L,3,A1443,15.41,18.55,2.31,7.65,8.59,5.75,1,-3.14,0.66,,
A1444,11485816875793837,12/6/20,20026991,L,1,A1444,34.98,36.84,5.25,23,8.59,6.99,1,-1.86,1.26,,
A1445,11132129383877864,12/6/20,20026997,L,6,A1445,21.53,20.93,3.23,9.69,8.01,7.99,1,0.6,3.45,,
A1446,11101755188221015,12/6/20,20026992,L,8,A1446,68.33,65.64,8.2,46.65,10.79,9.99,1,2.69,8.6,,
A1447,11301559556428260,12/6/20,20026994,L,2,A1447,44.33,41.63,6.65,25.7,9.28,7.5,1,2.7,3.22,,
A1448,11264263933663423,12/6/20,20026995,L,20,A1448,68.47,64.47,10.27,40.68,13.52,13.99,1,4,23,,
A1449,11348952141173000,12/6/20,20026996,L,2,A1449,52.56,42.11,7.88,30.6,3.63,7.5,1,10.45,0.74,,
A1450,11242884647376237,12/6/20,20026998,L,3,A1450,15.23,14.23,2.28,7.65,4.3,4.75,1,1,0.27,,
A1451,11300930380311408,12/6/20,20026999,L,12,A1451,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,1.49,,
A1452,11234365319009826,12/6/20,20027001,L,12,A1452,41.06,42.48,6.16,25.93,10.39,9.5,1,-1.42,5.4,,
A1453,11316180918299428,12/6/20,20027000,L,3,A1453,54.61,57.11,8.19,32.56,16.36,9.99,1,-2.5,14,,
A1454,11211736691357021,12/6/20,20027002,L,12,A1454,29.78,32.99,4.47,14.07,14.45,9.99,1,-3.21,9.35,,
A1455,11411508239881067,12/6/20,20027004,L,12,A1455,41.87,43.73,6.28,26.54,10.91,9.5,1,-1.86,5.5,,
A1456,11458286599279462,12/6/20,20027005,L,12,A1456,36.67,37.19,5.5,22.37,9.32,8.75,1,-0.52,4,,
A1457,11465801252409814,12/6/20,20027006,L,6,A1457,33.59,21.21,5.04,16.17,0,9.99,1,12.38,9.5,,
A1458,11380934019549824,12/6/20,20027012,L,4,A1458,26.77,29.9,4.02,16.84,9.04,5.75,1,-3.13,0.96,,
A1459,11324521928741820,12/6/20,20027013,L,48,A1459,101.02,125.86,15.16,52.22,58.48,31,1,-24.84,58.44,,
A1460,11295297925086628,12/6/20,20027014,L,15,A1460,31.91,34.11,4.79,21.24,8.08,5.75,1,-2.2,0.67,,
A1461,11408147257873813,12/6/20,20027016,L,3,A1461,24.65,25.54,3.7,13.01,8.83,6.99,1,-0.89,1.2,,
A1462,11138332044869862,12/6/20,20027017,L,1,A1462,18.89,20.42,2.83,10.55,7.04,5.75,1,-1.53,0.63,,
A1463,11272445137233013,12/6/20,20027018,L,1,A1463,20.94,18.64,3.14,11.95,3.55,4.75,1,2.3,0.23,,
A1464,11351387636163429,12/6/20,20027019,L,1,A1464,26.28,22.6,3.94,15.3,3.36,6.99,1,3.68,0.37,,
A1465,11375573278558668,12/6/20,20027021,L,6,A1465,26.49,26.58,3.97,13.57,9.04,6.99,1,-0.09,1.4,,
A1466,11106812215913031,12/6/20,20027023,L,12,A1466,37.01,35.49,5.55,22.38,7.56,8.75,1,1.52,4.4,,
A1467,11123374489105825,12/6/20,20027025,L,1,A1467,14.27,13.38,2.14,7.61,3.63,4.75,1,0.89,0.4,,
A1468,11309930156513055,12/6/20,20027376,L,1,A1468,26.28,22.87,3.94,15.3,3.63,6.99,1,3.41,0.37,,
A1469,11113225338943424,12/6/20,20027026,L,12,A1469,24.85,26.2,3.73,13.43,9.04,6.99,1,-1.35,1.49,,
A1470,11106751382197051,12/6/20,20027027,L,60,A1470,98.87,108.12,14.83,64.05,29.24,14.5,1,-9.25,22.31,,
A1471,11285026645064243,12/6/20,20027375,L,6,A1471,38.78,40.36,5.82,25.08,9.46,7.5,1,-1.58,2.5,,
A1472,11205488815589048,12/6/20,20027028,L,1,A1472,20.7,18.61,3.11,7.92,7.58,6.99,1,2.09,1.65,,
A1473,11142715762272200,12/6/20,20027374,L,12,A1473,29.78,29.61,4.47,14.07,11.07,9.99,1,0.17,9.35,,
A1474,11202171097175444,12/6/20,20027030,L,2,A1474,17.06,16.86,1.36,6.46,9.04,5.75,1,0.2,0.66,,
A1475,11362243186907404,12/6/20,20027031,L,1,A1475,9.01,7.95,1.35,3.05,3.55,4.75,1,1.06,0.32,,
A1476,11253432657747418,12/6/20,20027032,L,6,A1476,48.02,49.37,7.2,31.31,10.86,9.5,1,-1.35,5,,
A1477,11433094353372256,12/6/20,20027034,L,3,A1477,20.32,37.24,3.05,9.45,24.74,7.99,1,-16.92,2.49,,
A1478,11460746863696252,12/6/20,20027033,L,4,A1478,53.63,53.31,8.04,27.63,17.64,13.99,1,0.32,21,,
A1479,11240247814911456,12/6/20,20027035,L,3,A1479,45.32,47.26,6.8,30.57,9.89,7.5,1,-1.94,2.55,,
A1480,11143970252521851,12/6/20,20027036,L,12,A1480,29.29,29.99,4.39,15.57,10.03,9.5,1,-0.7,5.5,,
A1481,11248965306339465,12/6/20,20027029,L,6,A1481,38.52,38.27,5.78,22.92,9.57,9.99,1,0.25,7,,
A1482,11412456210738605,12/6/20,20027037,L,6,A1482,28.72,28.09,4.31,13.26,10.52,9.5,1,0.63,7.08,,
A1483,11231933991078606,12/6/20,20027038,L,1,A1483,19.26,21.29,2.89,9.25,9.15,7.5,1,-2.03,2.33,,
A1484,11237590548257033,12/6/20,20027039,L,1,A1484,31.45,33.02,4.72,19.26,9.04,6.99,1,-1.57,1.5,,
A1485,11217602117254610,12/6/20,20027040,L,2,A1485,17.6,16.71,1.4,7.06,8.25,5.75,1,0.89,0.9,,
A1486,11455415707769844,12/6/20,20027041,L,18,A1486,42.75,19.65,3.42,16.23,0,9.99,1,23.1,1.74,,
A1487,11128360587821010,12/6/20,20027042,L,6,A1487,26.51,28.11,3.98,15.3,8.83,7.5,1,-1.6,1.92,,
A1488,11271848663246661,12/6/20,20027043,L,1,A1488,31.63,31.04,4.74,19.26,7.04,6.99,1,0.59,1.5,,
A1489,11218893374672237,12/6/20,20027044,L,12,A1489,55.99,55.47,8.4,38.01,9.06,8.75,1,0.52,4.9,,
A1490,11100794811553867,12/6/20,20027048,L,1,A1490,31.63,32.25,4.74,19.26,8.25,6.99,1,-0.62,1.5,,
A1491,11207610461069069,12/6/20,20027046,L,2,A1491,25.71,24.73,3.86,17.32,3.55,4.75,1,0.98,0.38,,
A1492,11427575720221854,12/6/20,20027047,L,8,A1492,83.98,82.62,10.08,63.42,9.12,8.75,1,1.36,4.83,,
A1493,11204401418369054,12/6/20,20027049,L,2,A1493,10.56,12.53,0.84,2.86,8.83,6.99,1,-1.97,1.3,,
A1494,11133667786122639,12/6/20,20027050,L,2,A1494,63.26,57.45,9.48,38.52,9.45,7.99,1,5.81,3,,
A1495,11356987237568216,12/6/20,20027051,L,6,A1495,33.72,34.6,5.06,20.71,8.83,7.5,1,-0.88,2.5,,
A1496,11419013022653022,12/6/20,20027052,L,3,A1496,56.97,58.9,8.55,41.31,9.04,6.99,1,-1.93,1.23,,
A1497,11191143255933020,12/6/20,20027372,L,6,A1497,26.49,26.43,3.97,13.57,8.89,6.99,1,0.06,1.4,,
A1498,11148257474908239,12/6/20,20027053,L,6,A1498,21.83,23.53,3.27,9.69,10.57,7.99,1,-1.7,3.45,,
A1499,11294173934893022,12/6/20,20027054,L,1,A1499,11.52,10.38,1.73,5.07,3.58,4.75,1,1.14,0.42,,
A1500,11270569056313029,12/6/20,20027057,L,6,A1500,31.81,29.74,4.77,16.62,8.35,9.5,1,2.07,6.25,,
A1501,11100910041252249,12/6/20,20027058,L,4,A1501,35.72,30.54,5.36,21.6,3.58,5.75,1,5.18,0.4,,
A1502,11273938911461017,12/6/20,20027061,L,1,A1502,8.89,8.48,0.71,3.16,4.61,4.75,1,0.41,0.41,,
A1503,11159904182925036,12/6/20,20027060,L,12,A1503,72.16,72.06,10.82,52.33,8.91,9.5,1,0.1,6,,
