Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Estimated Shipping Cost,Shipping Cost,Flag,Profit,Weight,,
A5904,11329036875484265,12/21/20,20033301,L,3,A5904,38.43,32.58,5.76,18.09,8.73,7.99,1,5.85,3.3,,
A5905,11291551225936233,12/21/20,20033302,L,1,A5905,11.97,8.9,1.8,3.55,3.55,4.75,1,3.07,0.29,,
A5906,11132452387465845,12/21/20,20033304,L,6,A5906,33.59,34.68,5.04,19.31,10.33,9.5,1,-1.09,7,,
A5907,11326175842756251,12/21/20,20033305,L,12,A5907,36.86,39.94,5.53,22.08,12.33,9.99,1,-3.08,14.04,,
A5908,11132062458548219,12/21/20,20033309,L,6,A5908,33.72,34.66,5.06,20.71,8.89,7.5,1,-0.94,2.5,,
A5909,11336214258611435,12/21/20,20033310,L,1,A5909,26.48,22.84,3.97,15.28,3.59,4.75,1,3.64,0.11,,
A5910,11347808462697822,12/21/20,20033311,L,6,A5910,55.98,58.3,8.4,39.78,10.12,8.75,1,-2.32,4.1,,
A5911,11316085810625864,12/21/20,20033316,L,1,A5911,24.38,23.68,3.66,16.47,3.55,4.75,1,0.7,0.19,,
A5912,11201306479517806,12/21/20,20033317,L,6,A5912,76.86,57.02,11.52,36.18,9.32,9.5,1,19.84,6.6,,
A5913,11304933353197806,12/21/20,20033319,L,1,A5913,12.13,13.97,1.82,4.07,8.08,6.99,1,-1.84,0.66,,
A5914,11260252946930610,12/21/20,20033321,L,8,A5914,31.13,31.74,4.67,17.95,9.12,8.75,1,-0.61,4.3,,
A5915,11471782948917829,12/21/20,20033320,L,1,A5915,19.58,19.62,2.94,12.24,4.44,4.75,1,-0.04,0.3,,
A5916,11322735639756213,12/21/20,20033323,L,6,A5916,48.74,51.96,7.31,27.17,17.48,10.99,1,-3.22,8.3,,
A5917,11498334762440233,12/21/20,20033326,L,12,A5917,53.01,56.92,7.95,36.13,12.84,9.99,1,-3.91,12.9,,
A5918,11121841186850646,12/21/20,20033327,L,12,A5918,41.86,43.1,6.28,27.54,9.28,7.5,1,-1.24,2.75,,
A5919,11447808520489867,12/21/20,20033328,L,1,A5919,46.86,49.04,7.03,31.44,10.57,7.99,1,-2.18,3.53,,
A5920,11462749479938601,12/21/20,20033336,L,1,A5920,14.57,9.17,1.17,3.56,4.44,5.75,1,5.4,0.45,,
A5921,11142343034639402,12/21/20,20033339,L,1,A5921,8.72,8.45,0.7,3.45,4.3,4.75,1,0.27,0.21,,
A5922,11309175965494634,12/21/20,20033340,L,6,A5922,21.06,21.05,3.16,9.16,8.73,7.99,1,0.01,3.5,,
A5923,11316351835562635,12/21/20,20033341,L,6,A5923,21.06,21.05,3.16,9.16,8.73,7.99,1,0.01,3.5,,
A5924,11339673888825021,12/21/20,20033345,L,1,A5924,10.61,9.12,0.85,4.68,3.59,4.75,1,1.49,0.19,,
A5925,11119071147247423,12/21/20,20033599,L,6,A5925,23.98,25.42,3.6,13.57,8.25,6.99,1,-1.44,1.4,,
A5926,11111829189040200,12/21/20,20033348,L,1,A5926,15.56,16.32,2.33,5.1,8.89,6.99,1,-0.76,1.45,,
A5927,11146792950741041,12/21/20,20033347,L,10,A5927,156.8,113.07,23.5,79,10.57,6.99,1,43.73,2.7,,
A5928,11166308259263465,12/21/20,20033346,L,6,A5928,33.99,35.72,5.1,21.73,8.89,6.99,1,-1.73,1.5,,
A5929,11491796043674661,12/21/20,20033349,L,6,A5929,23.98,25.25,3.6,13.57,8.08,6.99,1,-1.27,1.4,,
A5930,11284277473116215,12/21/20,20033351,L,16,A5930,25.76,26.6,3.86,13.85,8.89,6.99,1,-0.84,1.49,,
A5931,11182989931050616,12/21/20,20033350,L,12,A5931,25.88,24.94,3.88,14.02,7.04,6.99,1,0.94,1.33,,
A5932,11181790210841054,12/21/20,20033352,L,12,A5932,46.48,44.76,6.97,23.52,14.27,9.99,1,1.72,14.04,,
A5933,11233542011017822,12/21/20,20033355,L,2,A5933,65.01,55.2,9.75,40.74,4.71,6.99,1,9.81,0.76,,
A5934,11367822894831421,12/21/20,20033356,L,8,A5934,31.13,33.27,4.67,17.95,10.65,8.75,1,-2.14,4.3,,
A5935,11304685999479449,12/21/20,20033359,L,2,A5935,35.04,33.89,5.26,19.48,9.15,7.5,1,1.15,2.2,,
A5936,11363091397093025,12/21/20,20033358,L,8,A5936,65.74,69.48,9.86,51.12,8.5,4.75,1,-3.74,0.24,,
A5937,11330433019759462,12/21/20,20033360,L,1,A5937,45.94,48.22,6.89,32.74,8.59,6.99,1,-2.28,1.12,,
A5938,11404059802649814,12/21/20,20033361,L,2,A5938,19.6,12.52,1.56,6.66,4.3,5.75,1,7.08,0.32,,
A5939,11233899907643446,12/21/20,20033368,L,1,A5939,16.82,16,2.52,9.89,3.59,4.75,1,0.82,0.22,,
A5940,11171168100144228,12/21/20,20033369,L,8,A5940,31.13,33.27,4.67,17.95,10.65,8.75,1,-2.14,4.3,,
A5941,11329508484847417,12/21/20,20033367,L,6,A5941,23.98,26.06,3.6,13.57,8.89,6.99,1,-2.08,1.4,,
A5942,11461421332641059,12/21/20,20033371,L,1,A5942,13.99,15.54,1.12,6.17,8.25,6.99,1,-1.55,1.1,,
A5943,11197927225339414,12/21/20,20033373,L,1,A5943,10.53,8.83,1.58,3.66,3.59,4.75,1,1.7,0.03,,
A5944,11474479391465846,12/21/20,20033372,L,6,A5944,33.89,34.59,5.08,19.35,10.16,8.75,1,-0.7,4.07,,
A5945,11326303708622628,12/21/20,20033375,L,1,A5945,10.61,8.89,0.85,4.68,3.36,4.75,1,1.72,0.19,,
A5946,11210086707376255,12/21/20,20033379,L,6,A5946,28.24,28,4.24,14.93,8.83,7.99,1,0.24,3.3,,
A5947,11165659090981036,12/21/20,20033380,L,1,A5947,15.99,15.12,2.4,9.17,3.55,4.75,1,0.87,0.3,,
A5948,11494301584641005,12/21/20,20033381,L,4,A5948,30.73,31.37,4.61,11.3,15.46,13.99,1,-0.64,21,,
A5949,11250853149174620,12/21/20,20033383,L,1,A5949,32.65,31.28,4.9,21.73,4.65,4.75,1,1.37,0.17,,
A5950,11333438064957868,12/21/20,20033384,L,1,A5950,16.76,15.31,2.51,9.17,3.63,4.75,1,1.45,0.29,,
A5951,11247449965147413,12/21/20,20033385,L,12,A5951,31.61,32.49,4.74,18,9.75,9.5,1,-0.88,5.04,,
A5952,11151306190061004,12/21/20,20033386,L,12,A5952,56.51,55.11,8.48,35.18,11.45,9.99,1,1.4,14,,
A5953,11461023587962633,12/21/20,20033387,L,6,A5953,56.49,61.9,8.47,33.26,20.17,11.99,1,-5.41,19.3,,
A5954,11248001550417012,12/21/20,20033388,L,4,A5954,28.96,29.42,3.48,18.36,7.58,6.99,1,-0.46,1.08,,
A5955,11457144151185822,12/21/20,20033389,L,1,A5955,9.67,8.77,0.77,3.56,4.44,5.75,1,0.9,0.45,,
A5956,11487860798606612,12/21/20,20033391,L,12,A5956,112.98,110.33,16.94,66.52,26.87,18.5,1,2.65,38.6,,
A5957,11168946504044258,12/21/20,20033393,L,1,A5957,9,6.54,0.72,2.54,3.28,4.75,1,2.46,0.21,,
A5958,11394057225417809,12/21/20,20033395,L,12,A5958,66.02,62.19,9.9,43.46,8.83,7.5,1,3.83,2.22,,
A5959,11377727908629033,12/21/20,20033396,L,24,A5959,53.54,54.14,8.03,26.36,19.75,16.5,1,-0.6,34.86,,
A5960,11385695681942615,12/21/20,20033398,L,20,A5960,36.02,31.81,5.4,15.18,11.23,9.5,1,4.21,3.44,,
A5961,11309184853397825,12/21/20,20033397,L,12,A5961,44.86,52.14,6.73,27.96,17.45,9.99,1,-7.28,12.36,,
A5962,11316419906259429,12/21/20,20033399,L,3,A5962,56.97,57.77,8.55,41.31,7.91,6.99,1,-0.8,1.23,,
A5963,11357505948392243,12/21/20,20033400,L,2,A5963,17.43,15.19,2.09,8.66,4.44,5.75,1,2.24,0.66,,
A5964,11205197440736216,12/21/20,20033401,L,1,A5964,26.28,22.6,3.94,15.3,3.36,6.99,1,3.68,0.37,,
A5965,11353454748277865,12/21/20,20033402,L,1,A5965,58.43,51.47,8.76,35.67,7.04,4.75,1,6.96,0.41,,
A5966,11380239329201842,12/21/20,20033405,L,6,A5966,26.19,27.55,3.93,14.58,9.04,6.99,1,-1.36,0.9,,
A5967,11442691689348258,12/21/20,20033406,L,28,A5967,62.96,57.72,9.44,36.84,11.44,8.75,1,5.24,4.5,,
A5968,11273506492043447,12/21/20,20033408,L,6,A5968,36.63,37.2,4.4,19.69,13.11,9.99,1,-0.57,9.75,,
A5969,11232379362173810,12/21/20,20033410,L,1,A5969,35.53,32.89,5.33,20.52,7.04,6.99,1,2.64,1.67,,
A5970,11346329736877013,12/21/20,20033409,L,1,A5970,22.01,20.7,3.3,13.77,3.63,4.75,1,1.31,0.41,,
A5971,11220500891245061,12/21/20,20033411,L,6,A5971,41.98,44.11,6.3,22.92,14.89,10.99,1,-2.13,16.01,,
A5972,11353507804227445,12/21/20,20033415,L,6,A5972,28.06,29.89,4.21,17.43,8.25,6.99,1,-1.83,1.7,,
A5973,11131531535209045,12/21/20,20033416,L,3,A5973,56.97,58.45,8.55,41.31,8.59,6.99,1,-1.48,1.23,,
A5974,11359021475682645,12/22/20,20033418,L,1,A5974,25.73,38.77,3.86,12.4,22.51,9.99,1,-13.04,10.5,,
A5975,11245670760637835,12/22/20,20033419,L,3,A5975,39.15,34.53,5.87,18.09,10.57,7.99,1,4.62,3.3,,
A5976,11438196721537026,12/22/20,20033420,L,6,A5976,20.31,23.39,3.05,9.69,10.65,7.99,1,-3.08,3.45,,
A5977,11490014645657039,12/22/20,20033423,L,6,A5977,47.9,39.84,7.18,29.04,3.62,5.75,1,8.06,0.36,,
A5978,11451538972581023,12/22/20,20033425,L,5,A5978,25.28,23.53,3.79,10.7,9.04,5.75,1,1.75,0.75,,
A5979,11191804060337853,12/22/20,20033427,L,6,A5979,28.36,36.46,4.25,11.67,20.54,9.99,1,-8.1,10,,
A5980,11373048102687448,12/22/20,20033428,L,1,A5980,19.56,21.01,2.93,9.04,9.04,6.99,1,-1.45,1.1,,
A5981,11134997364508267,12/22/20,20033429,L,1,A5981,10.61,8.77,0.85,4.68,3.24,4.75,1,1.84,0.19,,
A5982,11110665496713818,12/22/20,20033432,L,1,A5982,21.15,21.7,3.17,11.41,7.12,7.5,1,-0.55,2.19,,
A5983,11358567295700264,12/22/20,20033435,L,2,A5983,16.86,15.52,2.02,10.14,3.36,4.75,1,1.34,0.2,,
A5984,11370372550150649,12/22/20,20033434,L,2,A5984,21.04,13.72,3.16,7.32,3.24,4.75,1,7.32,0.06,,
A5985,11247404978573860,12/22/20,20033436,L,12,A5985,39.69,40.67,5.95,24.39,10.33,9.5,1,-0.98,6.92,,
A5986,11108494067969003,12/22/20,20033437,L,6,A5986,26.26,27.43,3.94,13.6,9.89,7.99,1,-1.17,2.8,,
A5987,11111902644617002,12/22/20,20033438,L,6,A5987,54.12,58.55,8.12,32.98,17.45,9.99,1,-4.43,13,,
A5988,11255123089777800,12/22/20,20033439,L,12,A5988,56.46,56.66,6.78,40.73,9.15,7.5,1,-0.2,3.3,,
A5989,11195431788750600,12/22/20,20033440,L,1,A5989,19.09,21.52,2.86,9.62,9.04,6.99,1,-2.43,1.1,,
A5990,11472805167461823,12/22/20,20033441,L,15,A5990,51.5,51.98,7.73,33.92,10.33,9.5,1,-0.48,6.94,,
A5991,11344860390895458,12/22/20,20033442,L,1,A5991,19.56,20.05,2.93,9.04,8.08,6.99,1,-0.49,1.1,,
A5992,11431373852328232,12/22/20,20033443,L,48,A5992,101.02,96.49,15.16,52.22,29.11,31,1,4.53,58.44,,
A5993,11387201414806633,12/22/20,20033444,L,6,A5993,23.98,26.06,3.6,13.57,8.89,6.99,1,-2.08,1.4,,
A5994,11221570954322656,12/22/20,20033445,L,1,A5994,29.46,29.6,4.42,20.88,4.3,4.75,1,-0.14,0.26,,
A5995,11127935643560262,12/22/20,20033446,L,12,A5995,43.16,39.97,6.48,19.04,14.45,9.99,1,3.19,8.4,,
A5996,11482409597725007,12/22/20,20033447,L,6,A5996,31.25,34.5,4.69,19.69,10.12,7.99,1,-3.25,3,,
A5997,11306972147801033,12/22/20,20033448,L,6,A5997,41.98,49.44,6.3,22.92,20.22,10.99,1,-7.46,16.01,,
A5998,11253297619280240,12/22/20,20033452,L,8,A5998,29.27,29.02,3.51,18.19,7.32,7.5,1,0.25,2,,
A5999,11192325101361857,12/22/20,20033453,L,12,A5999,75.69,73.04,11.35,50.04,11.65,11.99,1,2.65,15,,
A6000,11423045627229010,12/22/20,20033454,L,2,A6000,40.22,35.16,6.04,25.5,3.62,4.75,1,5.06,0.32,,
A6001,11289820583464252,12/22/20,20033455,L,12,A6001,39.69,40.67,5.95,24.39,10.33,9.5,1,-0.98,6.92,,
A6002,11106121031493845,12/22/20,20033456,L,2,A6002,16.86,15.44,2.02,10.14,3.28,4.75,1,1.42,0.2,,
A6003,11353176351609065,12/22/20,20033458,L,20,A6003,68.46,73.42,10.27,40.68,22.47,13.99,1,-4.96,23,,
A6004,11425628844296201,12/22/20,20033459,L,2,A6004,16.86,15.63,2.02,10.14,3.47,4.75,1,1.23,0.2,,
A6005,11237270688390605,12/22/20,20033460,L,1,A6005,10.14,8.47,1.52,2.65,4.3,4.75,1,1.67,0.34,,
A6006,11272767278480255,12/22/20,20033461,L,1,A6006,14.89,14.5,1.19,2.74,10.57,5.75,1,0.39,0.98,,
A6007,11411893237636258,12/22/20,20033463,L,1,A6007,10.13,9.09,1.52,3.98,3.59,4.75,1,1.04,0.23,,
A6008,11297163941445808,12/22/20,20033464,L,6,A6008,31.84,32.66,4.78,19.38,8.5,6.99,1,-0.82,1.98,,
A6009,11428064589313014,12/22/20,20033462,L,1,A6009,12.65,11.72,1.01,7.13,3.58,4.75,1,0.93,0.29,,
A6010,11430808779507460,12/22/20,20033469,L,8,A6010,31.13,33.85,4.67,17.95,11.23,8.75,1,-2.72,4.3,,
A6011,11331395442721847,12/22/20,20033467,L,24,A6011,75.69,73.17,11.35,52.5,9.32,9.5,1,2.52,5.3,,
A6012,11166090591398651,12/22/20,20033470,L,6,A6012,27.68,29.64,4.15,11.67,13.82,9.99,1,-1.96,10,,
A6013,11416290649573006,12/22/20,20033471,L,1,A6013,10.52,8.83,1.58,3.66,3.59,4.75,1,1.69,0.03,,
A6014,11181725132564267,12/22/20,20033473,L,24,A6014,20.57,22.95,3.09,10.4,9.46,7.5,1,-2.38,2.5,,
A6015,11449965064650631,12/22/20,20033474,L,12,A6015,39.69,40.6,5.95,25.5,9.15,7.5,1,-0.91,2.45,,
A6016,11181003506469024,12/22/20,20033475,L,16,A6016,25.76,25.96,3.86,13.85,8.25,6.99,1,-0.2,1.49,,
A6017,11368330503387414,12/22/20,20033476,L,4,A6017,60.44,64.71,9.07,37.6,18.04,14.99,1,-4.27,27,,
A6018,11328822379924215,12/22/20,20033472,L,1,A6018,15.88,17.6,2.38,7.64,7.58,5.75,1,-1.72,0.92,,
A6019,11272031961097837,12/22/20,20033477,L,2,A6019,32.26,32.36,4.84,20.4,7.12,4.75,1,-0.1,2.5,,
A6020,11332003630554611,12/22/20,20033478,L,6,A6020,24.12,27.73,3.62,12.88,11.23,8.75,1,-3.61,4,,
A6021,11184741138025851,12/22/20,20033480,L,2,A6021,31.4,24.92,4.72,15.8,4.4,4.75,1,6.48,0.54,,
A6022,11150981432008258,12/22/20,20033482,L,6,A6022,44.1,43.99,6.62,28.55,8.82,7.5,1,0.11,2.08,,
A6023,11263419535008217,12/22/20,20033483,L,3,A6023,56.97,57.94,8.55,41.31,8.08,6.99,1,-0.97,1.23,,
A6024,11382795860043403,12/22/20,20033484,L,2,A6024,37.42,35.89,5.62,20.38,9.89,6.99,1,1.53,1.7,,
A6025,11470086541325052,12/22/20,20033485,L,1,A6025,24.63,24.8,3.69,13.03,8.08,6.99,1,-0.17,1.12,,
A6026,11453713591278633,12/22/20,20033487,L,12,A6026,20.62,21.04,3.09,10.91,7.04,6.99,1,-0.42,1.08,,
A6027,11393101076634620,12/22/20,20033488,L,6,A6027,20.81,23.46,3.12,9.69,10.65,7.99,1,-2.65,3.45,,
A6028,11204522307877824,12/22/20,20033489,L,6,A6028,23.98,25.42,3.6,13.57,8.25,6.99,1,-1.44,1.4,,
A6029,11346900724130620,12/22/20,20033490,L,12,A6029,41.05,39.88,6.16,25.93,7.79,9.5,1,1.17,5.4,,
A6030,11238295758833804,12/22/20,20033491,L,24,A6030,50.51,59.01,7.58,26.11,25.32,15.5,1,-8.5,29.22,,
A6031,11266552394381049,12/22/20,20033493,L,6,A6031,21.58,24.2,3.24,9.52,11.44,8.75,1,-2.62,4.2,,
A6032,11134497701165823,12/22/20,20033494,L,12,A6032,33.84,39.67,5.08,19.04,15.55,9.99,1,-5.83,8.4,,
A6033,11450598855109847,12/22/20,20033495,L,1,A6033,12.34,11.41,1.85,5.93,3.63,5.75,1,0.93,0.43,,
A6034,11157908826908241,12/22/20,20033499,L,1,A6034,26.28,22.71,3.94,15.3,3.47,6.99,1,3.57,0.37,,
A6035,11235044970721014,12/22/20,20033500,L,2,A6035,26.49,24.85,3.97,10.76,10.12,7.99,1,1.64,3.12,,
A6036,11254932564293003,12/22/20,20033501,L,1,A6036,20.65,17.08,3.1,10.4,3.58,4.75,1,3.57,0.31,,
A6037,11317160729940231,12/22/20,20033502,L,1,A6037,20.07,22.38,3.01,7.93,11.44,8.75,1,-2.31,0.79,,
A6038,11312778504142631,12/22/20,20033505,L,6,A6038,29.76,28.93,4.46,17.43,7.04,7.99,1,0.83,3.7,,
A6039,11441397266041013,12/22/20,20033506,L,6,A6039,14.28,20.39,2.14,7.68,10.57,4.75,1,-6.11,3.18,,
A6040,11221545621018622,12/22/20,20033507,L,1,A6040,21.36,20.55,3.2,12.74,4.61,5.75,1,0.81,0.82,,
A6041,11119481466229829,12/22/20,20033509,L,1,A6041,15.88,17.6,2.38,7.64,7.58,5.75,1,-1.72,0.92,,
A6042,11148118716321844,12/22/20,20033510,L,72,A6042,80.76,67.26,12.12,41.76,13.38,13.99,1,13.5,21.6,,
A6043,11213955254961038,12/22/20,20033511,L,12,A6043,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,1.49,,
A6044,11442990973443447,12/22/20,20033512,L,2,A6044,16.86,15.52,2.02,10.14,3.36,4.75,1,1.34,0.2,,
A6045,11393448143823429,12/22/20,20033513,L,6,A6045,41.43,44.65,6.21,28.55,9.89,7.5,1,-3.22,2.38,,
A6046,11402323512982623,12/22/20,20033514,L,12,A6046,66.48,70.01,9.97,50.52,9.52,6.99,1,-3.53,2.88,,
A6047,11295093566070600,12/22/20,20033515,L,2,A6047,34.54,31.51,5.18,22.7,3.63,5.75,1,3.03,0.36,,
A6048,11236318954073848,12/22/20,20033516,L,6,A6048,51.09,48.51,7.66,33.29,7.56,8.75,1,2.58,4,,
A6049,11417345368467446,12/22/20,20033524,L,4,A6049,56.05,56.02,8.41,31.25,16.36,13.99,1,0.03,21,,
A6050,11394529165961815,12/22/20,20033523,L,24,A6050,72.24,73.16,10.84,43.68,18.64,9.99,1,-0.92,10.08,,
A6051,11270038373289850,12/22/20,20033525,L,1,A6051,9,7.7,0.72,2.54,4.44,4.75,1,1.3,0.21,,
A6052,11459066155257814,12/22/20,20033526,L,12,A6052,34.66,36.4,5.2,22.31,8.89,6.99,1,-1.74,1.35,,
A6053,11377013408648254,12/22/20,20033527,L,12,A6053,50.64,54.27,7.6,30.53,16.14,9.99,1,-3.63,11,,
A6054,11316931682189025,12/22/20,20033531,L,48,A6054,139.84,119.52,20.96,89.24,9.32,9.5,1,20.32,5.4,,
A6055,11497735798097046,12/22/20,20033532,L,2,A6055,21.89,22.39,3.28,10.28,8.83,7.5,1,-0.5,2.16,,
A6056,11333415558569046,12/22/20,20033533,L,6,A6056,41.98,44.11,6.3,22.92,14.89,10.99,1,-2.13,16.01,,
A6057,11437283004535460,12/22/20,20033534,L,6,A6057,33.58,34.55,5.04,19.35,10.16,8.75,1,-0.97,4.07,,
A6058,11410418287795420,12/22/20,20033535,L,1,A6058,22.86,21.49,3.43,14.43,3.63,4.75,1,1.37,0.38,,
A6059,11147330147833821,12/22/20,20033536,L,2,A6059,20.62,21.76,3.09,8.78,9.89,7.5,1,-1.14,2.2,,
A6060,11490612165100234,12/22/20,20033537,L,1,A6060,13.76,13.27,1.1,2.6,9.57,6.99,1,0.49,1.75,,
A6061,11171456586213816,12/22/20,20033547,L,2,A6061,59.96,55.87,9,38.04,8.83,6.99,1,4.09,2.16,,
A6062,11114810447042649,12/22/20,20033548,L,12,A6062,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,1.49,,
A6063,11261074824032229,12/22/20,20033549,L,6,A6063,33.67,36.15,5.05,17.99,13.11,9.99,1,-2.48,9.3,,
A6064,11322886864329059,12/22/20,20033555,L,2,A6064,48.41,43.53,7.26,25.7,10.57,7.5,1,4.88,3.22,,
A6065,11195135015207402,12/22/20,20033556,L,20,A6065,68.46,62.43,10.27,40.68,11.48,13.99,1,6.03,23,,
A6066,11475367374394628,12/22/20,20033557,L,1,A6066,15.12,13.8,2.27,7.9,3.63,4.75,1,1.32,0.27,,
A6067,11314639963480249,12/22/20,20033558,L,1,A6067,13.39,12.53,2.01,5.91,4.61,5.75,1,0.86,0.83,,
A6068,11141798445576245,12/22/20,20033562,L,3,A6068,56.97,57.94,8.55,41.31,8.08,6.99,1,-0.97,1.23,,
A6069,11238389045313033,12/22/20,20033560,L,1,A6069,9.32,8.45,1.4,2.65,4.4,4.75,1,0.87,0.34,,
A6070,11241708549381068,12/22/20,20033563,L,6,A6070,38.71,38.81,5.81,23.43,9.57,9.5,1,-0.1,7,,
A6071,11212375791765041,12/22/20,20033565,L,4,A6071,21.94,27.8,3.29,13.28,11.23,5.75,1,-5.86,3.76,,
A6072,11474478147428247,12/22/20,20033566,L,6,A6072,29.22,30.7,4.38,17.43,8.89,6.99,1,-1.48,1.78,,
A6073,11417887010878625,12/22/20,20033567,L,1,A6073,23.18,22.34,3.48,11.82,7.04,6.99,1,0.84,0.95,,
A6074,11227268499568232,12/22/20,20033568,L,6,A6074,23.98,25.42,3.6,13.57,8.25,6.99,1,-1.44,1.4,,
A6075,11267919222191429,12/22/20,20033569,L,1,A6075,26.28,22.5,3.94,15.3,3.26,6.99,1,3.78,0.37,,
A6076,11164765052985017,12/22/20,20033570,L,1,A6076,19.09,19.52,2.86,9.62,7.04,6.99,1,-0.43,1.1,,
A6077,11380563025941824,12/22/20,20033571,L,4,A6077,62.81,62.44,9.42,43.27,9.75,8.75,1,0.37,3.5,,
A6078,11111196202540226,12/22/20,20033572,L,2,A6078,25.71,24.76,3.86,17.32,3.58,4.75,1,0.95,0.38,,
A6079,11125748306553011,12/22/20,20033574,L,6,A6079,37,38.74,5.55,23.44,9.75,8.75,1,-1.74,4.5,,
A6080,11400003666967472,12/22/20,20033573,L,12,A6080,36.48,36.67,5.47,20.81,10.39,7.99,1,-0.19,3.45,,
A6081,11134470100513000,12/22/20,20033575,L,1,A6081,33.99,34.08,5.1,19.09,9.89,7.5,1,-0.09,1.94,,
A6082,11255447270676254,12/22/20,20033576,L,6,A6082,21.58,21.88,3.24,9.52,9.12,8.75,1,-0.3,4.2,,
A6083,11126521913341843,12/22/20,20033577,L,3,A6083,25.92,20.61,3.89,8.22,8.5,4.75,1,5.31,2.49,,
A6084,11200583791840234,12/22/20,20033579,L,1,A6084,16.82,15.77,2.52,9.89,3.36,4.75,1,1.05,0.22,,
A6085,11320196731805008,12/22/20,20033580,L,6,A6085,34.88,46.24,5.23,20.03,20.98,9.99,1,-11.36,10,,
A6086,11119708568578636,12/22/20,20033581,L,1,A6086,30.07,29.77,4.51,18.14,7.12,6.99,1,0.3,1.4,,
A6087,11393591453205019,12/22/20,20033582,L,12,A6087,36.89,38.56,5.53,22.38,10.65,8.75,1,-1.67,4.4,,
A6088,11124590611151423,12/22/20,20033585,L,6,A6088,33.89,33.49,5.08,19.35,9.06,8.75,1,0.4,4.07,,
A6089,11105620170640236,12/22/20,20033588,L,24,A6089,86.22,65.03,12.93,39.3,12.8,19.5,1,21.19,40,,
A6090,11443761210171447,12/22/20,20033587,L,12,A6090,46.48,50.87,6.97,27.26,16.64,10.99,1,-4.39,14.04,,
A6091,11202941008332213,12/22/20,20033589,L,6,A6091,32.11,29.23,3.85,17.16,8.22,9.5,1,2.88,5.4,,
A6092,11432573134340268,12/22/20,20033590,L,3,A6092,43.87,46.43,6.58,30.57,9.28,7.5,1,-2.56,2.55,,
A6093,11105719532335411,12/22/20,20033594,L,12,A6093,56.12,52.01,8.42,34.86,8.73,7.99,1,4.11,3.4,,
A6094,11316021497142610,12/22/20,20033593,L,1,A6094,12.34,11.41,1.85,5.93,3.63,5.75,1,0.93,0.43,,
A6095,11489860330252254,12/22/20,20033595,L,6,A6095,33.33,31.82,5,12.75,14.07,14.5,1,1.51,26.46,,
A6096,11110473732955422,12/22/20,20033598,L,1,A6096,9.43,6.91,0.75,2.54,3.62,4.75,1,2.52,0.21,,
A6097,11247795613909032,12/22/20,20033600,L,9,A6097,74.74,70.96,11.21,49.42,10.33,9.5,1,3.78,6.6,,
A6098,11444156075354656,12/22/20,20033601,L,3,A6098,50.4,51.66,7.56,35.85,8.25,5.75,1,-1.26,0.69,,
A6099,11429622831568202,12/22/20,20033602,L,2,A6099,63.83,58.89,9.57,40.28,9.04,6.99,1,4.94,2.44,,
A6100,11445080712625055,12/22/20,20033603,L,12,A6100,50.67,49.02,7.6,29.85,11.57,9.99,1,1.65,13,,
A6101,11156210027477809,12/22/20,20033604,L,9,A6101,74.74,70.96,11.21,49.42,10.33,9.5,1,3.78,6.6,,
A6102,11104581609898604,12/22/20,20033605,L,1,A6102,9.52,6.92,0.76,2.54,3.62,4.75,1,2.6,0.21,,
A6103,11337761703951458,12/22/20,20033606,L,6,A6103,41.98,44.11,6.3,22.92,14.89,10.99,1,-2.13,16.01,,
A6104,11403875526552229,12/22/20,20033608,L,3,A6104,37.89,34.77,5.68,21.18,7.91,6.99,1,3.12,1.83,,
A6105,11375136630592205,12/22/20,20033609,L,1,A6105,19.53,20.05,2.93,9.04,8.08,6.99,1,-0.52,1.1,,
A6106,11356035841516214,12/22/20,20033610,L,12,A6106,43.64,53.92,6.55,27.96,19.41,9.99,1,-10.28,13.56,,
A6107,11357157954373836,12/22/20,20033611,L,1,A6107,11,7.81,1.65,2.54,3.62,4.75,1,3.19,0.21,,
A6108,11145120582239402,12/22/20,20033612,L,3,A6108,45.36,39.93,6.81,25.23,7.89,6.99,1,5.43,1.17,,
A6109,11289712752487415,12/22/20,20033616,L,12,A6109,65.01,65.51,9.75,47.26,8.5,7.5,1,-0.5,2.5,,
A6110,11307448489465017,12/22/20,20033617,L,1,A6110,22.13,13.35,3.32,10.03,0,4.75,1,8.78,0.18,,
A6111,11402864376648239,12/22/20,20033618,L,1,A6111,15.12,13.8,2.27,7.9,3.63,4.75,1,1.32,0.27,,
A6112,11389472496671403,12/22/20,20033619,L,1,A6112,26.28,22.83,3.94,15.3,3.59,6.99,1,3.45,0.37,,
A6113,11238476349856208,12/22/20,20033620,L,6,A6113,37.8,39.98,4.54,25.98,9.46,6.99,1,-2.18,2.04,,
A6114,11212362802715438,12/22/20,20033621,L,4,A6114,201.96,185.83,30.28,147.76,7.79,8.75,1,16.13,4.68,,
A6115,11321035869005048,12/22/20,20033625,L,3,A6115,23.19,24.29,3.48,13.77,7.04,5.75,1,-1.1,0.45,,
